"Group","Species","dN.F34","dS.F34","W.F34","dN.F61","dS.F61","W.F61"
"Birds","Molothrus_aeneus_JX516067.1",0.000378782217551946,0.0173144118442644,0.0218767013837332,0.000376088872760045,0.0173803375792844,0.0216387553489355
"Birds","Agelaius_phoeniceus_KM078767.1",0.000304898872693914,0.0211810755516531,0.014394872061637,0.000306184332707279,0.0210914606250071,0.0145169809787498
"Birds","Nesopsar_nigerrimus_JX516054.1",0.000268129622418673,0.0127444119610661,0.0210389952269122,0.000269498081143563,0.0124827714816332,0.0215896030412872
"Birds","Icterus_mesomelas_JX516068.1",0.000333183329482316,0.0151351416290141,0.0220138891098054,0.000337805525960683,0.0148124545373681,0.0228055063466008
"Birds","Icterus_bullockii_FJ236287.1",0.000334194434961958,0.0165343190213199,0.020212168068793,0.000332220371882656,0.0170429050775802,0.0194931773879142
"Birds","Sturnella_neglecta_FJ236288.1",0.000301805510807987,0.0190569364322221,0.0158370424271177,0.000305073721480637,0.0210263235307311,0.0145091328512451
"Birds","Setophaga_kirtlandii_MN356209.1",0.000318072126739426,0.0238224880273709,0.0133517593281599,0.000323947344367097,0.0235638771548977,0.0137476249022019
"Birds","Dendroica_coronata_FJ236285.1",0.000321009735553262,0.0222989833184024,0.0143957117223522,0.000316653970760333,0.0220392581805171,0.0143677236396395
"Birds","Cardellina_canadensis_MK033135.1",0.000288008710455725,0.0238185316080213,0.0120917911815661,0.000289205812675223,0.0259638796209172,0.0111387749788453
"Birds","Vermivora_celata_FJ236284.1",0.000261866635501621,0.0223658521352071,0.0117083236497574,0.000269191025607381,0.0236247021508034,0.0113944727806114
"Birds","Oporornis_tolmiei_FJ236286.1",0.000334480481496357,0.0245671857679607,0.0136149286554657,0.000327077334507739,0.0240255746845488,0.0136137153346883
"Birds","Zonotrichia_albicollis_MN356386.1",0.00023385109655595,0.0208311864158614,0.0112260094978503,0.000249948481174946,0.0194406650645005,0.0128569923068817
"Birds","Zonotrichia_leucophrys_FJ236292.1",0.000500482321790582,0.0225603382036618,0.0221841675099245,0.000479409381925716,0.0206570419822559,0.0232080363847603
"Birds","Junco_hyemalis_FJ236293.1",0.000284394023009783,0.0164535130062939,0.0172846991946945,0.000280029282468085,0.0163920325180923,0.0170832556706443
"Birds","Melospiza_melodia_FJ236290.1",0.000530286952330263,0.0153369134996902,0.0345758585872557,0.00052557762744758,0.0167224732476062,0.0314294195401278
"Birds","Pipilo_maculatus_FJ236291.1",0.000387225299137396,0.0153194338433689,0.0252767369275208,0.000389643601104179,0.0163321932512476,0.0238573959486068
"Birds","Arremon_aurantiirostris_KR780063.1",0.000508875026248194,0.0136722902952602,0.0372194427750417,0.000507914616230809,0.0146654609654598,0.0346333891193092
"Birds","Spizella_passerina_MN356337.1",0.000313653283739061,0.0126182977822588,0.0248570202694101,0.000307346901327008,0.0123730033040995,0.0248401211713228
"Birds","Spizella_atrogularis_FJ236294.1",0.000373980375869449,0.0151013466157439,0.0247647037966505,0.000378680415591639,0.0151112821427516,0.0250594497551143
"Birds","Piranga_ludoviciana_MH700644.1",0.000276885165563605,0.0189122805031486,0.0146404959210238,0.000277007034034363,0.0181107515709691,0.0152951705482171
"Birds","Piranga_bidentata_MH700647.1",0.000424589752123063,0.0158082905529263,0.0268586758765303,0.000428245806245822,0.0152662195949919,0.0280518568189801
"Birds","Piranga_olivacea_MH700643.1",0.000259576259502965,0.0151112429459591,0.0171776908379583,0.000262326008014649,0.0146062516317884,0.017959844498621
"Birds","Piranga_rubra_MH700635.1",0.000296036080727422,0.0147617642010235,0.0200542480354006,0.000296682832840233,0.0146897983295616,0.020196521843543
"Birds","Piranga_flava_MH700637.1",0.000585117275750774,0.0179090460005338,0.0326716049382716,0.000577924177439449,0.0170326672029966,0.033930339303393
"Birds","Piranga_lutea_MH700636.1",0.000440194032724232,0.0182855634252562,0.0240733097737767,0.000453990631124644,0.0178979615539557,0.0253654937047457
"Birds","Piranga_hepatica_MH700640.1",0.000134074374612045,0.0139902544182628,0.00958341218134141,0.000141543962478301,0.0135198594861789,0.0104693368021316
"Birds","Piranga_roseogularis_MH700633.1",0.000240685494024404,0.0167936693597144,0.0143319181096761,0.000235972575277513,0.0168294595446537,0.0140213994781832
"Birds","Piranga_leucoptera_MH700653.1",0.000350723957832662,0.0186888821189002,0.0187664492504863,0.000360726903128833,0.0183941056688965,0.0196110052656055
"Birds","Piranga_rubriceps_MH700650.1",0.000508218606875142,0.016090461860103,0.0315850850829393,0.000498836534045629,0.0143985843884574,0.0346448317825966
"Birds","Piranga_erythrocephala_MH700649.1",0.000356359176508561,0.017756215370441,0.0200695457378714,0.00035270737980778,0.0184641021155156,0.0191023304356293
"Birds","Cardinalis_cardinalis_KM078795.1",0.000275001694299663,0.0187399548224554,0.0146746188507423,0.000273687939639208,0.020592775863961,0.0132904831018039
"Birds","Pheucticus_melanocephalus_MN356417.1",0.000385882325789797,0.0180230985265914,0.021410432019803,0.000388840711614939,0.0194063649286714,0.0200367618069707
"Birds","Passerina_amoena_MN356416.1",0.000287745527038532,0.0198359429531429,0.0145062691356924,0.000285161189995879,0.0217763040100884,0.0130950224548561
"Birds","Geospiza_magnirostris_MG682351.1",0.000391396545678009,0.0185171844875314,0.0211369361223115,0.000396112166710274,0.0206048719293158,0.019224199406292
"Birds","Thraupis_episcopus_KM078765.1",0.000345812191247153,0.0164273434173501,0.0210510112597949,0.000344342831146004,0.01821118075131,0.0189083198859159
"Birds","Poospiza_cabanisi_KT272189.1",0.0005417705447446,0.0231373573593046,0.0234154029058435,0.000539723472193906,0.0248400099533443,0.0217279893690719
"Birds","Poospiza_thoracica_KT272188.1",0.000340645666638918,0.0236558424537851,0.014400064901701,0.000348066304635184,0.0258007266897919,0.0134905620612964
"Birds","Sporophila_maximiliani_MF327582.1",0.000441967404621462,0.0185120087764633,0.0238746324052845,0.000447420426270092,0.0183507811030521,0.024381546690439
"Birds","Sporophila_angolensis_MK433296.1",0.00057611173717776,0.0152711871269883,0.0377254061774683,0.000578111178448924,0.0144326941648173,0.0400556661041284
"Birds","Sporophila_hypoxantha_MN356398.1",0.000193044484728611,0.0132159899068681,0.0146068880264724,0.000195100514070856,0.0130932393983,0.014900858995688
"Birds","Saltator_similis_MK419316.1",0.000333787589694419,0.0167400817721825,0.019939424086272,0.0003403957779492,0.019644958356217,0.0173273860792622
"Birds","Sicalis_olivascens_KY628988.1",0.00029323542703864,0.0170516527984906,0.0171968917326651,0.000294470714427974,0.0173301374408213,0.0169918279894506
"Birds","Nesospiza_acunhae_MN356441.1",0.000393838685305272,0.0156668593030653,0.0251383303881599,0.000392240078095546,0.0168978595185185,0.0232124120611659
"Birds","Chlorophanes_spiza_KM078778.1",0.000387293677317457,0.0155573380676945,0.0248945980110626,0.000390902886080248,0.0166719299391643,0.0234467687608242
"Birds","Emberiza_spodocephala_KC758647.1",0.000324569332267812,0.0220398205368285,0.0147264961493428,0.000333050053902282,0.0212926689608316,0.0156415362731152
"Birds","Emberiza_sulphurata_KY419885.1",0.000307486735832664,0.0244431358948712,0.0125796762393806,0.000297794482536126,0.023937200272792,0.0124406563483789
"Birds","Emberiza_aureola_KF111713.1",0.000450545055137942,0.0177317672668986,0.0254089199545842,0.000452432484239584,0.0169661788375448,0.0266667284703134
"Birds","Emberiza_rustica_KC831775.1",0.000338760689579672,0.0231430712359498,0.0146376721622604,0.000344918108960096,0.0217601148431065,0.0158509323800451
"Birds","Emberiza_pusilla_KC407232.1",0.000303458151798573,0.0232978277097111,0.0130251693668455,0.000296479743167426,0.0229271510630096,0.0129313817644689
"Birds","Emberiza_chrysophrys_HQ896034.1",0.000355963498992816,0.0194203304821899,0.0183294254090714,0.000358656482822885,0.0185513943663542,0.019333128051731
"Birds","Emberiza_tristrami_HQ896035.1",0.000311488463011366,0.0141430614421011,0.0220241186313542,0.000307000156627917,0.0133381856991927,0.0230166353619216
"Birds","Schoeniclus_elegans_KY349099.1",0.000362977438398846,0.0191885741744924,0.0189163319326434,0.000368417521686913,0.019640316536245,0.0187582272926722
"Birds","Schoeniclus_siemsseni_KX809695.1",0.000388131090829809,0.018511418460655,0.0209671177632747,0.000385599566923481,0.0191471002721972,0.0201387970732778
"Birds","Emberiza_cioides_KF322027.1",0.00031110828276,0.0156627851610176,0.0198628966407778,0.000322410495709216,0.0158438188526427,0.0203492919672859
"Birds","Emberiza_jankowskii_KP738714.1",0.000484309739095794,0.0177064037182298,0.0273522363322807,0.000481632899186769,0.0175732557183105,0.0274071524882513
"Birds","Emberiza_leucocephalos_KY349100.1",0.00023494300532837,0.0201636069548336,0.0116518342107462,0.000235943434979029,0.0226310350527029,0.0104256581472994
"Birds","Emberiza_fucata_KT737824.1",0.000247972906282362,0.0187938241227982,0.0131943826153803,0.000242748987256006,0.020452173542462,0.0118691046089561
"Birds","Melophus_lathami_KX702277.1",0.000447659700501699,0.0168803633835168,0.026519553538689,0.000442616201059365,0.0192238876243903,0.02302428154531
"Birds","Calcarius_ornatus_MN356331.1",0.000208976465413069,0.0185724414849773,0.0112519652078109,0.000210419952874114,0.0228885702908681,0.00919323270086754
"Birds","Hemignathus_stejnegeri_KM078801.1",0.000410953688172779,0.0266276641692419,0.0154333360057725,0.000403268320497859,0.0252624439947666,0.0159631554485148
"Birds","Hemignathus_flavus_KM078780.1",0.000419919950460185,0.0229954740131008,0.0182609825838316,0.000425897458651789,0.0219069270749226,0.0194412231891402
"Birds","Hemignathus_virens_virens_KM078788.1",0.000210866145564073,0.0179493116495632,0.0117478680899278,0.000203526352244947,0.0176945596564451,0.0115021993311268
"Birds","Loxops_coccineus_KM078785.1",0.000420056325048774,0.0167867780822663,0.0250230462921605,0.000419258648776369,0.015733526332182,0.0266474685918821
"Birds","Loxops_caeruleirostris_KM078776.1",0.000339171951026849,0.0142897322791279,0.0237353607752509,0.000338374274754444,0.0133195983966282,0.025404240028746
"Birds","Loxops_mana_KM078768.1",0.000330727408081779,0.0157924333816325,0.0209421436259743,0.000319775413885211,0.0145726550279897,0.0219435245856721
"Birds","Hemignathus_parvus_KM078799.1",0.000383934053820096,0.0202580177438103,0.0189522024649922,0.000376809084634675,0.0196564667740126,0.0191697261245773
"Birds","Pseudonestor_xanthophrys_KM078809.1",0.000632188337294967,0.0248430371999025,0.0254473046998234,0.000637888312643304,0.0241953775009478,0.0263640570442977
"Birds","Psittirostra_psittacea_KU158196.1",0.000328468208230432,0.0200021696215504,0.0164216289755157,0.000328468208230432,0.0191220250757863,0.0171774802579023
"Birds","Himatione_sanguinea_KM078773.1",0.000271426085197979,0.0289550048836492,0.00937406456288501,0.000276444046436933,0.027191419597304,0.0101665911721778
"Birds","Vestiaria_coccinea_KM078797.1",0.000449791798328079,0.025662994221748,0.0175268635624328,0.000443177213058548,0.0251876564389307,0.0175950158020085
"Birds","Akialoa_obscura_KU158190.1",0.000502122958317741,0.0226906977655525,0.0221290223643996,0.000500909123607868,0.0230593798280981,0.021722575686858
"Birds","Oreomystis_bairdi_KM078807.1",0.000449238841761683,0.0286205782390811,0.0156963579844188,0.000450337225237873,0.0297035111210393,0.0151610772006981
"Birds","Paroreomyza_montana_KM078771.1",0.000392562254390282,0.0210981891640467,0.0186064430145145,0.000394319667952186,0.0226067822558111,0.0174425384156928
"Birds","Melamprosops_phaeosoma_KM078793.1",0.000596296296296296,0.0183563492063492,0.032484471154539,0.000598306878306878,0.0186397883597884,0.0320983729406288
"Birds","Carpodacus_rubicilloides_MH363715.1",0.000567230721216075,0.0238135108684258,0.0238197015278484,0.00056390160185905,0.0261895417664497,0.0215315566376744
"Birds","Carpodacus_pulcherrimus_MT648821.1",0.000537908862263822,0.0226876923320167,0.0237092805381854,0.000536500388689696,0.025347594676753,0.0211657317205618
"Birds","Uragus_sibiricus_KM078763.1",0.000376236164372638,0.0236850226506036,0.0158849822490269,0.000370664171362743,0.025084416031418,0.0147766713364381
"Birds","Carpodacus_roseus_KM078779.1",0.000258844402550546,0.0219770168387638,0.0117779589672966,0.00026232689818173,0.022665031339281,0.0115740805408501
"Birds","Carpodacus_erythrinus_MN122832.1",0.000331066115278941,0.0184519906560765,0.0179420270392298,0.000332134208307974,0.0204464194073285,0.0162441257655572
"Birds","Leucosticte_arctoa_KM078791.1",0.00025708287621084,0.0234069666545112,0.0109831777865712,0.000259341952451709,0.022220273905183,0.011671411142741
"Birds","Leucosticte_brandti_KM078775.1",0.000441197589841627,0.0205564642537833,0.0214627177317435,0.000438486698352584,0.0196049413411295,0.022366131615639
"Birds","Eremopsaltria_mongolica_KM078792.1",0.000464650823428919,0.0236182746831589,0.0196733601273695,0.000464427261639356,0.0298304308421197,0.0155689089472887
"Birds","Pyrrhula_pyrrhula_KM078804.1",0.00038052216596766,0.029415443951844,0.0129361354052862,0.000382360168233019,0.0316032236180047,0.0120987710891361
"Birds","Pinicola_enucleator_KM078781.1",0.000420735427652182,0.0310856310406719,0.01353472371533,0.000419565789846953,0.0355524778188394,0.0118013093766596
"Birds","Carduelis_pinus_KM078796.1",0.000289903142801284,0.0242966291454129,0.0119318256481688,0.000265638122038181,0.0235434556719898,0.0112828858150258
"Birds","Carduelis_spinus_HQ915866.1",0.000355035566954877,0.0224061924620138,0.0158454216421101,0.00037227650276024,0.0210499055119919,0.017685423934476
"Birds","Carduelis_tristis_FJ236301.1",0.000402836398531601,0.020132594665545,0.0200091645028257,0.000421772460656229,0.0187853828610544,0.0224521620760065
"Birds","Carduelis_psaltria_KM078806.1",0.00045899719816618,0.0189692406950166,0.0241969199266243,0.000434720195442299,0.018562681822734,0.0234190403947931
"Birds","Serinus_canaria_KM078794.1",0.000289233036725412,0.017657645350861,0.0163800456390585,0.000298695404339111,0.017689896253811,0.0168850851386289
"Birds","Loxia_curvirostra_KM078800.1",0.000277081957063361,0.0144273086456747,0.0192053808418683,0.000282495280392385,0.0137077376298278,0.0206084540002925
"Birds","Loxia_leucoptera_MN356185.1",0.000247408925482046,0.0108112086618868,0.0228844834300762,0.000239389187216826,0.00986949089609335,0.0242554747491163
"Birds","Acanthis_flammea_KR422696.1",0.000368075122600641,0.0161710980929418,0.0227612942847273,0.000359074972048012,0.0155685535309443,0.023064119048331
"Birds","Crithagra_tristriata_MT017897.1",0.000378960554298937,0.0198799684707393,0.0190624323603288,0.000382763168786225,0.0206538005189024,0.0185323358979825
"Birds","Serinus_dorsostriatus_KM078798.1",0.000410081951813321,0.0252329489120155,0.0162518440965117,0.000404878374093874,0.0265489537310241,0.0152502572491491
"Birds","Serinus_albogularis_KM078764.1",0.000475443933942428,0.0180660717650909,0.0263169514726012,0.000465581155569003,0.0189210151051225,0.0246065632833281
"Birds","Chloris_sinica_ussuriensis_MH047559.1",0.000374356540834477,0.0207544195035014,0.0180374373164868,0.000374408140633351,0.0222671192073061,0.0168143951243816
"Birds","Haemorhous_cassinii_KM078786.1",0.000386861541910775,0.0280498651169265,0.0137919216473282,0.000379379014329306,0.0310884155061192,0.0122032277346085
"Birds","Haemorhous_mexicanus_KM078782.1",0.000464808666981307,0.0245859999314972,0.0189054204944433,0.000467236771958075,0.0302423943577853,0.0154497281673663
"Birds","Eophona_migratoria_KX423959.1",0.000317226697594153,0.0140353684752481,0.022601950077306,0.000317728440097267,0.0127900435825179,0.0248418575001226
"Birds","Eophona_personata_KX812499.1",0.000342062951498321,0.0181081378086544,0.0188900126071958,0.000340683159614756,0.0185722496240354,0.0183436668422688
"Birds","Coccothraustes_coccothraustes_KM078789.1",0.00029563019880531,0.026351320030959,0.0112188003659015,0.000284725571010122,0.0300889672969262,0.00946278973952055
"Birds","Hesperiphona_vespertina_KM078770.1",0.000277838437665794,0.0249732046487588,0.0111254619330404,0.000287193460458507,0.0264564062072379,0.0108553466487046
"Birds","Fringilla_teydea_teydea_KU705750.1",0.000274033996806247,0.0128395284426778,0.0213429954246119,0.000270468498706537,0.0126296734116663,0.0214153200871132
"Birds","Fringilla_polatzeki_KU705763.1",0.000532108144975698,0.00866891437976043,0.0613811743507384,0.00052769371875701,0.00803917950110221,0.0656402458341253
"Birds","Fringilla_coelebs_KM078769.1",0.000235851901376495,0.0166227802221889,0.0141884749857709,0.000232376392391822,0.0171049105518959,0.0135853614485032
"Birds","Fringilla_montifringilla_JQ922259.1",0.000134063472172793,0.0212630739427507,0.00630499016904843,0.000130326511275991,0.0220438652101264,0.00591214426479625
"Birds","Anthus_novaeseelandiae_KC545397.1",0.000609488410897964,0.0204193008762946,0.0298486424481622,0.000608396671357193,0.0199270255924559,0.0305312335016785
"Birds","Anthus_richardi_MH593382.1",0.000196810864486348,0.0210644196958414,0.00934328442597461,0.000193138649667389,0.0208032954474987,0.0092840410864141
"Birds","Anthus_campestris_MT410931.1",0.000152720826866873,0.0206817079295055,0.00738434308169462,0.000157254595229056,0.0209987358801648,0.00748876485358325
"Birds","Anthus_hodgsoni_KX189345.1",0.000314952397721041,0.0150643273224607,0.0209071663791752,0.000317137516550157,0.0159665156411904,0.0198626628174281
"Birds","Motacilla_tschutschensis_MN217252.1",0.000148262723576318,0.0100035919523164,0.0148209487435148,0.000146910269997515,0.00938873274405292,0.0156475079227888
"Birds","Motacilla_alba_KT736087.1",0.000230762391883323,0.0126887194763331,0.0181864208057983,0.000230593335185973,0.011784097088811,0.0195681801879349
"Birds","Motacilla_cinerea_KR092187.1",7.05905451055838e-05,0.0105862174892072,0.00666815556902658,6.90706529860856e-05,0.0101780420166709,0.00678624168312068
"Birds","Pyrgilauda_blanfordi_KJ148629.1",0.000827541714931611,0.027467012697544,0.0301285663659232,0.000846211668777928,0.0253210850110033,0.033419249941707
"Birds","Pyrgilauda_davidiana_KJ148632.1",0.000112338867588094,0.000748393876403636,0.150106609808102,0.00010132838198642,0.000593449216704717,0.170744823877386
"Birds","Montifringilla_taczanowskii_KJ148631.1",0.000356599686571493,0.0118208762557845,0.0301669418455329,0.000356339458145388,0.0112070841414133,0.0317959117330629
"Birds","Montifringilla_ruficollis_KC836121.1",0.000302428128314835,0.0160407619430908,0.0188537258633839,0.000311576213814246,0.0162469457162698,0.0191775253795691
"Birds","Montifringilla_henrici_MH049432.1",0.000398118954663708,0.0164431767239435,0.0242118029470542,0.000409422271161968,0.0159521283600691,0.0256656830938511
"Birds","Montifringilla_adamsi_KJ148630.1",0.000357426928696095,0.013874817640936,0.025760837940064,0.000351694533860445,0.0131102292029979,0.0268259637886439
"Birds","Petronia_petronia_MF071218.1",0.000242242188183999,0.0130410555395403,0.0185753513164271,0.000241861856246029,0.0142677723210083,0.0169516201131065
"Birds","Passer_montanus_saturatus_KM577704.1",0.000263380021692737,0.0214121973492887,0.0123004667571629,0.000262680576371039,0.0237910108883837,0.0110411691879514
"Birds","Passer_domesticus_KM078784.1",0.00040249192456379,0.0214983068400044,0.0187220290211332,0.000410885268424166,0.0210897530559859,0.0194826969919187
"Birds","Hypocryptadius_cinnamomeus_MN356286.1",0.000509800417320908,0.0190446327309464,0.0267687187525812,0.000522137576815065,0.0247574445772855,0.0210901240305761
"Birds","Prunella_montanella_KR422695.1",0.00041393718576353,0.0185308215346619,0.0223377676477679,0.000419216737801721,0.0176765494029439,0.0237159825849215
"Birds","Prunella_strophiata_KU975800.1",0.000352308568702343,0.0181749594213185,0.0193842836473736,0.000348247374826811,0.0174853687012532,0.0199165016635795
"Birds","Prunella_fulvescens_KY471556.1",0.000224647849428106,0.015014547408832,0.0149620127274673,0.000227294100914848,0.0150924228097276,0.015060146656397
"Birds","Prunella_himalayana_MN356328.1",0.000259135851126646,0.0161290308898968,0.016066424132709,0.000261381882339012,0.0181332277103182,0.0144145260024656
"Birds","Lonchura_flaviprymna_MF770377.1",0.000191991913389705,0.0123035872309822,0.0156045476644602,0.00019015136778501,0.0125755278440758,0.0151207464324918
"Birds","Lonchura_striata_KR080134.1",0.000628603732587007,0.0145427234838287,0.0432246224915164,0.000629121385949005,0.0151838084141439,0.0414337015318878
"Birds","Lonchura_punctulata_KR184724.1",0.000251711669929464,0.0149635790901032,0.0168216219137001,0.000247668920763763,0.0159516775205651,0.0155261990749541
"Birds","Lonchura_leucosticta_MF770311.1",0.000462757540202574,0.0116099458021212,0.0398587166632616,0.000458834706446298,0.0130600258615633,0.035132756344433
"Birds","Padda_oryzivora_KT633398.1",0.000279615940999683,0.0110176435192696,0.0253789243144999,0.000279479097961673,0.011833729783613,0.0236171606984543
"Birds","Taeniopygia_guttata_haplotype_DQ453515.1",0.000270072464753103,0.0105890080115251,0.0255049825686369,0.000265814036372372,0.0111032793175594,0.0239401377529968
"Birds","Erythrura_gouldiae_MN814842.1",0.000223066452432413,0.0123520533815032,0.0180590583235697,0.000232289345121503,0.0142587392711531,0.0162910156854785
"Birds","Vidua_chalybeata_AF090341.1",0.000566315340498446,0.0196069751380227,0.0288833609729132,0.000562754095705154,0.0224086683515973,0.0251132323829068
"Birds","Vidua_macroura_MN356270.1",0.000340795643044998,0.0263790692042922,0.0129191686183357,0.000336847306426348,0.0300034873834822,0.0112269384595536
"Birds","Ploceus_nigricollis_MN356235.1",0.000317500555870618,0.0121252522532486,0.026185068090897,0.000309963910849951,0.0145897506825065,0.021245319237813
"Birds","Chloropsis_cyanopogon_MN356276.1",0.000292021537675812,0.0141824317331867,0.0205903714658809,0.000293195708164502,0.0151196599543978,0.019391686654912
"Birds","Chloropsis_hardwickii_MN356377.1",0.000332930704929492,0.0150918534623701,0.0220602927108733,0.000332477048149771,0.017655654724425,0.0188311933677441
"Birds","Irena_cyanogastra_MN356192.1",0.000320916563218395,0.0103247456572603,0.0310822730042487,0.000322137488286588,0.0126527193943443,0.0254599409223112
"Birds","Leptocoma_aspasia_MN356201.1",0.000313152561363967,0.0108498384911937,0.0288624168570009,0.000313226756410886,0.011055185649384,0.0283330164092124
"Birds","Aethopyga_gouldiae_KP772257.1",0.000359029832042387,0.014793923527011,0.0242687365110996,0.00035804056475013,0.017859934914221,0.0200471371519412
"Birds","Dicaeum_eximium_MN356200.1",0.000406732259135862,0.0111919795517166,0.0363414047761978,0.000409736653436066,0.0123933741032564,0.0330609445032733
"Birds","Oenanthe_isabellina_KU097327.1",0.000298198150162949,0.0126181188628384,0.0236325361493598,0.000299765780625254,0.0119941148482597,0.0249927388905025
"Birds","Oenanthe_oenanthe_MT431020.1",0.000301943045156234,0.0158951632537063,0.0189959071408612,0.000303510675618539,0.0162986539165874,0.0186218246716467
"Birds","Saxicola_maurus_MN356403.1",0.000370814781725857,0.0175782407521394,0.0210951020044896,0.0003695632036139,0.0188554762153913,0.0195997809544706
"Birds","Monticola_gularis_KX506858.1",0.00049331746831982,0.0162455455625795,0.0303663220431418,0.0005012660939398,0.0177909091870678,0.028175406252097
"Birds","Phoenicurus_auroreus_KF997863.1",0.000303417566731095,0.031461561459915,0.00964407208833794,0.000290255617489335,0.0303662332804714,0.00955849923197421
"Birds","Phoenicurus_phoenicurus_MN122900.1",0.000349715300467461,0.0265668172660167,0.0131636129750026,0.000367841844598657,0.0292240300888159,0.0125869650243561
"Birds","Luscinia_cyanura_KF997864.1",0.000354853681622744,0.0155979863527036,0.0227499674380237,0.000363250982485572,0.0181170750312997,0.0200502002590378
"Birds","Ficedula_albicollis_KF293721.1",0.000324380255832723,0.0160650135933028,0.020191719972646,0.000331039943386908,0.0173999649773397,0.0190253223967995
"Birds","Ficedula_albicilla_MN125374.1",0.000503608489499027,0.0163183733855103,0.0308614392869697,0.000501566833460517,0.018500903690677,0.0271103964350275
"Birds","Ficedula_zanthopygia_JN018411.1",0.000439395175798769,0.0171012225392486,0.0256937873763309,0.000445364792059175,0.0192459799854803,0.0231406658634774
"Birds","Luscinia_calliope_HQ690246.1",0.000333764358664196,0.0183991208637997,0.0181402340435123,0.000331204152369344,0.0201465518081458,0.0164397439087035
"Birds","Luscinia_svecica_MN122892.1",0.000250251150510968,0.0174808361665501,0.0143157425724193,0.000258292361831422,0.0200391313214927,0.0128893991305099
"Birds","Niltava_davidi_KY024217.1",0.000301363804771831,0.0209287951178943,0.0143994818179553,0.000307307658360757,0.0239892192880143,0.012810240077896
"Birds","Cyanoptila_cyanomelana_HQ896033.1",0.000387601820877819,0.0181479753820978,0.0213578546761846,0.000387254227100689,0.0212992953249373,0.0181815511355106
"Birds","Cossypha_semirufa_MT017893.1",0.000423923038175212,0.0153561265182764,0.0276061178364655,0.000431767741960207,0.0189790722163134,0.0227496759082398
"Birds","Muscicapa_griseisticta_MK390479.1",0.000610286191672903,0.0178485141824172,0.0341925487710402,0.000628827327259258,0.016140529912725,0.038959521816164
"Birds","Muscicapa_sibirica_MK770601.1",0.000177554942479501,0.0174597788481745,0.0101693694990911,0.000160585089569955,0.0152863806496112,0.0105051086487264
"Birds","Muscicapa_latirostris_MK770602.1",0.00033844450580623,0.0243216981275157,0.0139153320640609,0.000334234843030517,0.0244430354663451,0.0136740317498911
