"Seq.Names","Species.NCBI","Order.AW","Family.AW","Species.AW1","Species.AW2","Order.IUCN","Family.IUCN","Species.IUCN","Species.Vertlife","Lon","Lat","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","UV","RangeSize","IUCN.Categories","Clade","dN","dS","W","MolRateAll","MolRate12nd","MolRate3rd","Clade.Age","Clade.Age.SD","Tip.Age","Tip.Age.SD","dN.Mean","dN.Mid","dN.Min","dN.Max","dN.QL","dN.QU","dS.Mean","dS.Mid","dS.Min","dS.Max","dS.QL","dS.QU","Habitat","Island","SVL","BodyMass","Div.Rate","Div.Rate.DNA","ClaDS.Rate","ClaDS.Rate.DNA","BAMM.Lambda","BAMM.Lambda.DNA","NTR","NTR.DNA"
"Hynobius_maoershanensis_KF974475.1","Hynobius_maoershanensis","Caudata","Hynobiidae","Hynobius_maoershanensis","Hynobius_maoershanensis","Caudata","Hynobiidae","Hynobius_maoershanensis","Hynobius_maoershanensis",110.49241521,25.85653939,15.7937637329102,71.8068603515625,25.037272644043,5.4129467010498,3316.55395507812,551.743386046997,6,435,0.00112866666666667,0.0255416666666667,0.044189233278956,0.00118162,0.00044001,0.0024352,223.76185664,26.2564016301785,12.75653713,4.768477846314,0.000105436639820329,7.81146463219811e-05,5.45040165081817e-05,0.000214739691860592,5.47811283162232e-05,0.000197061898648754,0.0023860255541148,0.0017677302936863,0.00123342299614277,0.00485954781122796,0.00123969402162747,0.00445950029059681,"Terrestial&Freshwater",0,83.1000000115175,76.46878413,0.211802592850881,0.129674472400404,0.0578782710063984,0.0513760056908944,0.056054629,0.0490920803877892,21,20
"Hynobius_chinensis_HM036353.1","Hynobius_chinensis","Caudata","Hynobiidae","Hynobius_chinensis","Hynobius_chinensis","Caudata","Hynobiidae","Hynobius_chinensis","Hynobius_chinensis",110.64628458,30.55402884,11.8144790649414,76.3962939453125,21.978678894043,1.0506552696228,2999.99584960938,550.397651904997,1,435,0.00157366666666667,0.028669,0.0548908809748044,0.00130259,0.00046436,0.00262952,223.76185664,26.2564016301785,12.75653713,4.768477846314,0.000147007199229703,0.000108912948991752,7.59933437492988e-05,0.000299405223057842,7.63797125755729e-05,0.000274757597023263,0.00267817161282547,0.00198417199829138,0.00138444387118109,0.00545455306493028,0.00139148272389055,0.00500552354314336,"Terrestial&Freshwater",0,45.9999999775016,21.87264242,0.0888758453169543,0.0888758453169543,0.0585837181250516,0.0507970387696901,0.055985169,0.0490320778972417,19,19
"Hynobius_yiwuensis_HM036354.1","Hynobius_yiwuensis","Caudata","Hynobiidae","Hynobius_yiwuensis","Hynobius_yiwuensis","Caudata","Hynobiidae","Hynobius_yiwuensis","Hynobius_yiwuensis",120.08850779,29.62763392,16.8467803955078,79.9932763671875,27.8126068115234,5.69659805297852,3136.38525390625,31199.3044564659,2,435,0.00240933333333333,0.0897606666666667,0.026841749541373,0.00099797,0.00035709,0.00213322,223.76185664,26.2564016301785,35.77422964,13.3065237293552,8.03017651562482e-05,5.84367560840441e-05,3.82385008196863e-05,0.000149932252526736,4.60425982580458e-05,0.000142078704392676,0.00299167403497577,0.00217708447036851,0.00142459047837946,0.00558578539359498,0.00171533521639777,0.00529319835034154,"Terrestial&Freshwater",0.008565273,61.850000009989,28.50583356,0.0662230335377753,0.0662230335377753,0.0537688655013744,0.0526688155966694,0.055979761,0.0489403018259221,18,18
"Ranodon_sibiricus_AJ419960.1","Ranodon_sibiricus","Caudata","Hynobiidae","Ranodon_sibiricus","Ranodon_sibiricus","Caudata","Hynobiidae","Ranodon_sibiricus","Ranodon_sibiricus",80.15865881,44.97217691,-1.90040912628174,96.22275390625,10.4558731079102,-15.6184020996094,3001.6640625,16100.6299378421,5,435,0.00642233333333333,0.295043666666667,0.0217673994018964,0.00058286,0.00025359,0.00129805,223.76185664,26.2564016301785,106.53371822,29.2547571222178,6.60981188490703e-05,5.24345521519784e-05,4.21233785822417e-05,0.000121605245540443,4.55699571625876e-05,0.000106035629867039,0.00303656480173335,0.00240885698763859,0.00193515898727763,0.00558657666426833,0.00209349570526176,0.00487130446358242,"Terrestial&Freshwater",0,58.1250000053754,22.3,0.0145639377149382,0.0145639377149382,0.0322584772394947,0.0218058764537454,0.051809923,0.0477117444689055,9,9
"Onychodactylus_zhaoermii_KJ627182.1","Onychodactylus_zhaoermii","Caudata","Hynobiidae","Onychodactylus_zhaoermii","Onychodactylus_zhaoermii",NA,NA,NA,"Onychodactylus_zhaoermii",123.18235438,40.42307538,8.33925170898437,113.19185546875,23.0180084228516,-8.53157348632812,2259.1923828125,647.18845756864,1,435,0.014279,0.468275,0.0304927660028829,0.00067024,0.00033147,0.00148021,223.76185664,26.2564016301785,176.37836958,28.4149774167176,8.38350880108053e-05,7.55338502271861e-05,6.69868166435766e-05,0.000164171810473366,7.00371180079425e-05,0.00013433545939231,0.00274934350012325,0.0024771072004437,0.00219681011021576,0.00538395927932036,0.00229684371700884,0.0044054861857927,"Terrestial",0,71.1000000135662,54.97147639,0.0354007237934082,0.0197973726964231,0.0337116091572722,0.0183749517387889,0.039747875,0.0396609947047199,10,9
"Andrias_davidianus_NC_004926.1","Andrias_davidianus","Caudata","Cryptobranchidae","Andrias_davidianus","Andrias_davidianus","Caudata","Cryptobranchidae","Andrias_davidianus","Andrias_davidianus",110.50094231,30.35946503,15.6256195068359,78.0197900390625,25.9111175537109,4.40637855529785,3036.66284179688,484565.910538651,6,435,0.00273133333333333,0.0324683333333333,0.0841229916328731,0.0009558,0.00045516,0.00235554,223.76185664,26.2564016301785,22.14641206,4.15794347217743,0.000128548203891436,0.000118208968543931,9.32200512894583e-05,0.000226684218233107,9.42223520617493e-05,0.00020835173177384,0.0015280983402545,0.00140519216268264,0.00110813999217106,0.0026946761382714,0.00112005469887414,0.00247675133432157,"Freshwater",0,1499.99999986455,55000,0.0149982801026945,0.0149982801026945,0.0290595969047739,0.0137788504438025,0.028344701,0.0339044180490241,8,8
"Andrias_japonicus_AB208679.1","Andrias_japonicus","Caudata","Cryptobranchidae","Andrias_japonicus","Andrias_japonicus","Caudata","Cryptobranchidae","Andrias_japonicus","Andrias_japonicus",134.52981854,34.79509504,13.8089645385742,76.6743896484375,24.9178909301758,3.47846221923828,2712.57690429688,57086.6557884451,3,435,0.003546,0.0402893333333333,0.0880133699573088,0.00101758,0.00046772,0.00247623,223.76185664,26.2564016301785,22.14641206,4.15794347217743,0.000166889894190517,0.000153466805878733,0.000121024518625489,0.000294296645541103,0.000122325772666938,0.000270496182891154,0.00189618797997927,0.00174367605686695,0.00137506970457094,0.00334377203922373,0.00138985443605071,0.00307335332145967,"Freshwater",0,1200.00000026869,44000,0.0149982801026945,0.0149982801026945,0.0280249861606496,0.0140397361497054,0.02834474,0.0338204913231321,8,8
"Cryptobranchus_alleganiensis_GQ368662.1","Cryptobranchus_alleganiensis","Caudata","Cryptobranchidae","Cryptobranchus_alleganiensis","Cryptobranchus_alleganiensis","Caudata","Cryptobranchidae","Cryptobranchus_alleganiensis","Cryptobranchus_alleganiensis",-83.67434156,38.23197031,12.4021980285645,82.52931640625,23.3251907348633,0.912548923492432,2657.875,513174.01867691,3,435,0.012737,0.320715666666667,0.0397143056102654,0.0007736,0.0004284,0.00172549,223.76185664,26.2564016301785,89.78235078,14.3953159739644,0.000146445763950396,0.000135788221051092,9.87989968500441e-05,0.000258361557293202,0.000119947749699052,0.00023007310999284,0.00368748141759131,0.0034191261552863,0.00248774327869669,0.00650550357920447,0.00302026556566679,0.00579320490330744,"Freshwater",0,289.150000114438,2344.402,0.00807487775600278,0.00807487775600278,0.0286311232843188,0.0142472337897553,0.028206535,0.0339575434843583,7,7
"Pseudobranchus_axanthus_GQ368660.1","Pseudobranchus_axanthus","Caudata","Sirenidae","Pseudobranchus_axanthus","Pseudobranchus_axanthus","Caudata","Sirenidae","Pseudobranchus_axanthus","Pseudobranchus_axanthus",-81.45303646,27.80692385,22.3082229614258,39.7995703125,27.1446685791016,16.5452438354492,3863.90502929688,99563.712058308,2,434,0.00988,0.439671333333333,0.0224713308577468,0.00132827,0.00051601,0.00356688,88.04518859,11.8584481006439,88.04518859,11.8584481006439,0.000114676588418213,0.000107805426869895,9.46427037726862e-05,0.000173916717128332,9.66388121912785e-05,0.000164303931218596,0.00510323972995482,0.00479746515915543,0.00421170888238954,0.00773949341181883,0.0043005379967499,0.0073117134120231,"Freshwater",0.004862366,91.8000000342924,94.40626776,0.0129637006282875,0.0129637006282875,0.029108544118095,0.0129268828357344,0.027480095,0.033475048402608,8,8
"Siren_intermedia_GQ368661.1","Siren_intermedia","Caudata","Sirenidae","Siren_intermedia","Siren_intermedia","Caudata","Sirenidae","Siren_intermedia","Siren_intermedia",-90.18707679,32.92761469,17.8607330322266,70.7629248046875,27.0698059082031,7.7756950378418,3309.1875,961744.857618915,2,434,0.009518,0.408944666666667,0.0232745424401345,0.0011813,0.00050948,0.00282489,88.04518859,11.8584481006439,88.04518859,11.8584481006439,0.000110474875360785,0.000103855470946119,9.11750257599622e-05,0.000167544464942051,9.30979974126102e-05,0.000158283888394594,0.00474659708756646,0.00446219173645412,0.00391737135088595,0.00719861476860393,0.00399999259500253,0.00680073040326028,"Freshwater",4.3e-05,249.650000013327,336.694,0.0133425948676247,0.0133425948676247,0.0288405039865541,0.0117118728127914,0.027572401,0.0335901842494143,8,8
"Ambystoma_andersoni_AY659993.1","Ambystoma_andersoni","Caudata","Ambystomatidae","Ambystoma_andersoni","Heterotriton_andersoni","Caudata","Ambystomatidae","Ambystoma_andersoni","Ambystoma_andersoni",-101.77585658,19.77651359,15.6405975341797,19.1775500488281,18.4494827270508,12.5609451293945,4998.51708984375,878.470186870264,6,402,0.000909666666666667,0.00627533333333333,0.144959099118241,0.00122876,0.00046145,0.00250694,177.13729387,19.7222428229227,7.27896388,2.82629413406581,0.00015331531808523,0.000118607478929763,7.02272418702382e-05,0.000455314828764752,7.68092810140914e-05,0.000342544048158886,0.00105764535664073,0.000818213410894727,0.000484462460772849,0.00314098826175347,0.000529868642129456,0.00236303930034415,"Freshwater",0,120.000000026155,166.4254605,0.408660687965542,0.408660687965542,0.0795776743410774,0.0997988979753943,0.080200571,0.0590178861783314,22,22
"Ambystoma_mexicanum_AY659991.1","Ambystoma_mexicanum","Caudata","Ambystomatidae","Ambystoma_mexicanum","Heterotriton_mexicanum","Caudata","Ambystomatidae","Ambystoma_mexicanum","Ambystoma_mexicanum",-99.00073422,19.31973727,16.171484375,17.44990234375,18.4060256958008,13.2980377197266,6442.18310546875,794.370898645658,6,402,0.000264333333333333,0.00503,0.0525513585155732,0.00116076,0.00042206,0.0024952,177.13729387,19.7222428229227,7.27896388,2.82629413406581,4.45507685018643e-05,3.44652732837309e-05,2.04068167105529e-05,0.000132306580875943,2.23194429623212e-05,9.95373507475253e-05,0.000847756742362083,0.000655839815701766,0.000388321392386183,0.00251766242801763,0.000424716764566742,0.00189409662393462,"Freshwater",0,123.599999997084,155.707,0.408660687965542,0.408660687965542,0.0782973979371318,0.0892551021167934,0.080200571,0.0590178861783314,22,22
"Ambystoma_dumerilii_AY659994.1","Ambystoma_dumerilii","Caudata","Ambystomatidae","Ambystoma_dumerilii","Heterotriton_dumerilii","Caudata","Ambystomatidae","Ambystoma_dumerilii","Ambystoma_dumerilii",-101.64535898,19.5414434,15.3052490234375,18.0645043945313,17.9892242431641,12.3962409973145,5009.43115234375,1795.83545801571,6,402,0.00140766666666667,0.0389373333333333,0.0361521076601719,0.0013391,0.00050864,0.00262587,177.13729387,19.7222428229227,11.74806364,4.14565532837836,0.000141729083388051,0.000109721245647599,6.77340579000928e-05,0.000376275521000816,7.84447742413603e-05,0.000295877542938105,0.00392035465042033,0.0030349889051829,0.0018735853117276,0.0104081212785099,0.00216985341432199,0.00818424047967935,"Freshwater",0,144.300000031771,245.8735667,0.299455421489138,0.299455421489138,0.0783210414600536,0.0884702630576607,0.080208139,0.0590933209970804,21,21
"Ambystoma_tigrinum_tigrinum_AY659992.1","Ambystoma_tigrinum","Caudata","Ambystomatidae","Ambystoma_tigrinum","Heterotriton_tigrinum","Caudata","Ambystomatidae","Ambystoma_tigrinum","Ambystoma_tigrinum",-102.69397423,38.62327428,11.5373626708984,85.21427734375,23.0260604858398,-0.317662715911865,3109.24584960938,5148735.82935437,2,402,0.000651666666666667,0.0404226666666667,0.0161213180723686,0.00079357,0.00032816,0.00188653,177.13729387,19.7222428229227,16.4898599,5.6990179082905,4.67709572782943e-05,3.57028627411541e-05,2.37187909846756e-05,0.000111025811485101,2.73165778175619e-05,9.69040360458219e-05,0.00290118692952644,0.00221463670531676,0.00147126871873639,0.00688689417246812,0.00169443823978521,0.00601092513718912,"Terrestial",0.000536058,96.8500000142365,534.243,0.112817999326907,0.112817999326907,0.0751976961607091,0.103027857080481,0.080135101,0.0588582133434539,19,19
"Ambystoma_laterale_AY728218.1","Ambystoma_laterale","Caudata","Ambystomatidae","Ambystoma_laterale","Xiphonura_laterale","Caudata","Ambystomatidae","Ambystoma_laterale","Ambystoma_laterale",-78.65313244,48.04286321,3.2643856048584,108.469326171875,17.30703125,-12.2401298522949,1830.19006347656,1977224.80800519,2,402,0.00264666666666667,0.145012666666667,0.0182512791985987,0.00090301,0.00036518,0.00213161,177.13729387,19.7222428229227,39.34474532,10.6196057980493,7.44163731910575e-05,6.1081354150851e-05,4.83022895005386e-05,0.000150345916794252,5.1245484321019e-05,0.000143527883820463,0.00407732369776968,0.00334668893540024,0.0026465152921581,0.00823755503152871,0.00280777493804124,0.00786399036794539,"Terrestial&Freshwater",0.004175991,54.7500000166106,41.193,0.0532914124257723,0.0532914124257723,0.05292089880937,0.0405102142369382,0.079597789,0.0570880429427292,15,15
"Ambystoma_talpoideum_MG822788.1","Ambystoma_talpoideum","Caudata","Ambystomatidae","Ambystoma_talpoideum","Ambystoma_talpoideum","Caudata","Ambystomatidae","Ambystoma_talpoideum","Ambystoma_talpoideum",-87.23145461,33.04250745,17.6357376098633,69.5303515625,26.6574737548828,7.77521133422852,3283.82202148438,678160.024337706,2,402,0.006551,0.336793,0.0194511168581295,0.00083209,0.00033414,0.00208054,177.13729387,19.7222428229227,74.0055425,16.1547043398334,9.43207781783999e-05,8.14278593799337e-05,6.4768502334815e-05,0.000166957706409397,6.98566128178682e-05,0.000162136623184493,0.0048491188894883,0.00418628194842711,0.00332980891571506,0.00858345089524348,0.00359139340570421,0.00833559452483208,"Terrestial&Freshwater",0.000139747,58.1500000020542,31.636,0.0191864011954265,0.0115496697561826,0.0426954687969669,0.0230745969792515,0.073581099,0.0515107390909932,11,10
"Dicamptodon_aterrimus_GQ368657.1","Dicamptodon_aterrimus","Caudata","Dicamptodontidae","Dicamptodon_aterrimus","Dicamptodon_aterrimus","Caudata","Ambystomatidae","Dicamptodon_aterrimus","Dicamptodon_aterrimus",-115.73905833,45.99522607,6.10253067016602,75.6114208984375,17.578369140625,-3.75552368164062,2309.32202148438,53294.4717178286,2,402,0.0196623333333333,21.1013363333333,0.000931805124695973,0.0008307,0.00046233,0.00183588,177.13729387,19.7222428229227,177.13729354,19.7222428164455,0.000112661201475313,0.000106475730762451,9.86929996394636e-05,0.000160834327576698,9.94852348440863e-05,0.00015758753073726,0.120906398225779,0.114268239077555,0.105915922786607,0.17260511164196,0.1067661383345,0.169120695476619,"Terrestial&Freshwater",0,349.999999830789,1603.63744,0.046274049032134,0.046274049032134,0.0402665006951135,0.0199820781013839,0.064581542,0.0482124305849664,12,12
"Rhyacotriton_variegatus_AY728219.1","Rhyacotriton_variegatus","Caudata","Rhyacotritonidae","Rhyacotriton_variegatus","Rhyacotriton_variegatus","Caudata","Rhyacotritonidae","Rhyacotriton_variegatus","Rhyacotriton_variegatus",-123.60714905,42.26175858,10.3308258056641,45.7417724609375,17.121354675293,4.55807113647461,2572.51342773438,47757.4042029039,2,408,0.026278,1.54849733333333,0.0169700001635995,0.00084906,0.00047216,0.00181559,212.8484242,15.3197337351793,199.87806135,13.9617707766129,0.000132172100744997,0.00012817342125591,0.000119338831808624,0.000160194780466581,0.000121363297263026,0.000158692289076212,0.00778857392285155,0.0075529416629495,0.00703234122911827,0.00943988090290049,0.00715163795480388,0.00935134281357321,"Terrestial&Freshwater",0,42.8499999981237,10.921,0.0206961202774258,0.0206961202774258,0.0348002350378358,0.0180577142016562,0.028227463,0.0354124611759411,11,11
"Necturus_beyeri_GQ368658.1","Necturus_beyeri","Caudata","Proteidae","Necturus_beyeri","Necturus_beyeri","Caudata","Proteidae","Necturus_beyeri","Necturus_beyeri",-89.34603749,32.08419242,18.4196060180664,67.392119140625,27.1188415527344,8.82312850952149,3384.54345703125,399580.658280837,2,408,0.0187973333333333,1.48893133333333,0.0126247147282816,0.00083462,0.00041707,0.00196378,212.8484242,15.3197337351793,182.30469704,14.81205358143,0.000103863606178318,0.00010110086017056,9.24959096287013e-05,0.000135825551069023,9.3852497651684e-05,0.000128476933300772,0.00822700618697108,0.00800816987524288,0.00732657423311862,0.0107587025918891,0.00743402917781877,0.0101766207051761,"Freshwater",3.45e-05,117.900000053842,160.3217317,0.0374647808714481,0.0374647808714481,0.034864234098464,0.0136431315095618,0.028144306,0.0358098724268482,12,12
"Desmognathus_fuscus_AY728227.1","Desmognathus_fuscus","Caudata","Plethodontidae","Desmognathus_fuscus","Desmognathus_fuscus","Caudata","Plethodontidae","Desmognathus_fuscus","Desmognathus_fuscus",-80.52836466,38.2968574,12.6385650634766,81.08482421875,23.3222579956055,1.32633714675903,2674.94921875,1548641.67506259,2,408,0.00974366666666667,0.281747666666667,0.034582954251026,0.00205095,0.00101822,0.00370511,212.8484242,15.3197337351793,60.28933076,4.99154339908863,0.000162651587007993,0.000164090457773233,0.000121872806674619,0.000186225754210801,0.000136965846975131,0.000184219837621136,0.00470322997356904,0.00474483633127915,0.00352407159290051,0.00538490011174437,0.00396050163849341,0.00532689706853689,"Terrestial&Freshwater",0.000734901,95.0000000379486,17.236,0.0695724647270116,0.0695724647270116,0.0516153251343504,0.0375337582493139,0.040465228,0.0438342128702168,24,24
