"Seq.Names","Species.NCBI","Order.RD","Family.RD","Species.RD","Species.Vertlife","Backbone","Lon","Lat","RangeSize","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","UV","Habitat","Clade","dN","dS","W","MolRateAll","MolRate12nd","MolRate3rd","Clade.Age","Clade.Age.SD","Tip.Age","Tip.Age.SD","dN.Mean","dN.Mid","dN.Min","dN.Max","dN.QL","dN.QU","dS.Mean","dS.Mid","dS.Min","dS.Max","dS.QL","dS.QU","Island","IUCN","IUCN.Categories","Length","BodyMass","Div.Rate","Div.Rate.DNA","ClaDS.Rate","ClaDS.Rate.DNA","BAMM.Lambda","BAMM.Lambda.DNA","NTR","NTR.DNA"
"Cyrtopodion_scabrum_AB661665.1","Cyrtopodion_scabrum","Squamata","Gekkonidae","Cyrtopodion_scabrum","Cyrtopodion_scabrum","Gekkota",56.37213167,30.62577297,2795421.09237781,21.6927185058594,82.47330078125,32.2830322265625,9.85543060302734,4362.52392578125,"Terrestrial",653,0.0200096666666667,1.15792133333333,0.0172806788256197,0.0026949,0.00082783,0.02547863,132.00025783,5.98183558919793,113.8424678,6.85574246339317,0.000176373652120282,0.000177432263468592,0.000141242564977403,0.000201513124585824,0.000157079486618664,0.000194600911709528,0.0102064076243809,0.0102676674486617,0.0081734384628457,0.0116611810577179,0.00908989098193201,0.0112611844519105,1.24e-05,"LC",2,65,5.8,0.105539963018039,0.0474701379742357,0.0672115142072223,0.0296183872102464,0.068997932,0.0482939572603137,26,23
"Daboia_russellii_EU913478.1","Daboia_russellii","Squamata","Viperidae","Daboia_russelii","Daboia_russelii","Serpentes",78.09138381,22.60302568,3269893.73025368,25.6233734130859,44.7190869140625,31.601953125,18.5996566772461,4668.0751953125,"Terrestrial",499,0.01088,0.218782666666667,0.0497297165528043,0.00639081,0.00161169,0.02686446,46.88436124,2.32152561774027,30.46584705,2.06777003897926,0.000358717348531805,0.000359541907788983,0.000304681816970016,0.000406064347091264,0.000313092936593437,0.000399303448215209,0.00721333989810518,0.00722992071364838,0.00612675555161262,0.0081654265344564,0.0062958922410303,0.00802947364059914,0.000114164,"LC",2,1850,3122.3,0.0752313500275948,0.0472370775326345,0.0969106159475555,0.044511669052524,0.092237647,0.0842322918476466,27,26
"Darevskia_armeniaca_MG704915.1","Darevskia_armeniaca","Squamata","Lacertidae","Darevskia_armeniaca","Darevskia_armeniaca","Lacertoidea",44.33849409,40.76548543,17907.6731472713,3.56021385192871,81.0561474609375,14.7832916259766,-7.44388732910156,2703.103515625,"Terrestrial",587,0.000357666666666667,0.001603,0.223123310459555,0.00218253,0.00081348,0.00777732,64.75156756,4.16909533289887,1.51598747,0.718497797654251,0.00028620730492191,0.000267480692629843,7.31898389584806e-05,0.000698997755780738,0.000109715897113671,0.000592103327001689,0.00128273152783734,0.00119880209772313,0.000328024171063684,0.00313278677311236,0.000491727632077955,0.00265370447302062,0,"LC",2,73,9,0.321691772101293,0.321691772101293,0.110652831940906,0.067191406403142,0.159395374,0.136305188163993,29,29
"Darevskia_caucasica_MH481131.1","Darevskia_caucasica","Squamata","Lacertidae","Darevskia_caucasica","Darevskia_caucasica","Lacertoidea",45.69535565,42.09677034,21927.9052146797,2.31129207611084,80.8101025390625,13.6057037353516,-8.41468276977539,2875.68603515625,"Terrestrial",587,0.003261,0.0322066666666667,0.101252328710412,0.00260415,0.00108234,0.00818035,64.75156756,4.16909533289887,11.42743934,1.22262002645449,0.000288483465233515,0.000287922515451898,0.000200922159391346,0.000357371272916803,0.000232163712373292,0.000349867133164608,0.00284915388028849,0.0028436137629523,0.00198437074929897,0.00352951164154365,0.00229292220070607,0.00345539838560405,0,"LC",2,67,7,0.152167911902821,0.152167911902821,0.100947454504468,0.070377542253503,0.15929669,0.136080265728644,28,28
"Darevskia_chlorogaster_MH481136.1","Darevskia_chlorogaster","Squamata","Lacertidae","Darevskia_chlorogaster","Darevskia_chlorogaster","Lacertoidea",51.28462913,36.80625209,30036.3630722468,14.3292846679688,74.8613232421875,24.4373641967773,4.07535095214844,3039.8720703125,"Terrestrial",587,0.00554166666666667,0.0831156666666667,0.0666741528873417,0.00347832,0.00149927,0.01028328,64.75156756,4.16909533289887,15.44050221,1.26640011334112,0.000361181071837287,0.000364380920171389,0.000277876267155475,0.000416018709706398,0.000309167598049225,0.000408351801184778,0.0054171077725962,0.0054651001083895,0.00416767600519797,0.00623957998250594,0.00463699326741535,0.00612458926736967,0,"LC",2,72,8.7,0.149461147652683,0.149461147652683,0.102448441621668,0.0601051292717726,0.159251335,0.136057625656704,28,28
"Darevskia_clarkorum_MH481134.1","Darevskia_clarkorum","Squamata","Lacertidae","Darevskia_clarkorum","Darevskia_clarkorum","Lacertoidea",41.54621042,41.33979237,935.776843033528,10.9364120483398,73.948076171875,20.9705825805664,0.720444774627686,2339.34033203125,"Terrestrial",587,0.00469166666666667,0.0258193333333333,0.181711379069948,0.00285837,0.00138527,0.0082037,64.75156756,4.16909533289887,9.51556305,1.23961520684807,0.000501647850962096,0.000485769185575521,0.000344746512604288,0.000806651091853116,0.000396348519895253,0.000626547142837279,0.00276068484829997,0.00267330085799707,0.00189722027519026,0.00443918865170577,0.00218119812817382,0.00344803471331367,0,"EN",5,69,7.6,0.167645303419416,0.167645303419416,0.108205643401633,0.0739900971886399,0.159309357,0.136182391238805,28,28
"Darevskia_daghestanica_MH481135.1","Darevskia_daghestanica","Squamata","Lacertidae","Darevskia_daghestanica","Darevskia_daghestanica","Lacertoidea",46.77177412,42.18128234,21672.5599039313,2.31692981719971,81.150595703125,13.620068359375,-8.44013519287109,2823.95947265625,"Terrestrial",587,0.00248866666666667,0.0491713333333333,0.0506121452879049,0.00242101,0.00091626,0.00820353,64.75156756,4.16909533289887,16.00535412,1.51243748031062,0.000156830826752987,0.000156169703267133,0.000118375502505277,0.000190228953259452,0.000129111405303362,0.000187765735177586,0.00309867969162069,0.00308561714542565,0.00233887541877356,0.0037585633285715,0.00255099649637292,0.0037098948110081,0,"LC",2,58,4.6,0.152167911902821,0.152167911902821,0.115567154645973,0.0647272812785355,0.159261273,0.13611054207965,28,28
"Darevskia_derjugini_MH481130.1","Darevskia_derjugini","Squamata","Lacertidae","Darevskia_derjugini","Darevskia_derjugini","Lacertoidea",41.79510198,42.72331661,33731.7393181959,8.88443908691406,74.963203125,19.3218948364258,-1.2462085723877,2374.525390625,"Terrestrial",587,0.00335266666666667,0.0580723333333333,0.057732597852104,0.00323161,0.00112721,0.01043024,64.75156756,4.16909533289887,12.67837946,1.2584148375375,0.000266878626606726,0.000268155165148504,0.000194680273459007,0.00032308164251906,0.000213314234566836,0.000312508772502882,0.0046226678953613,0.00464477912176147,0.0033721031220131,0.00559617364433716,0.00369486637537586,0.00541303845885211,0,"NT",3,65,6.4,0.139672506151814,0.0885611568285566,0.115646539409968,0.0917868872129354,0.15927513,0.136167506460705,27,26
"Darevskia_mixta_MG704917.1","Darevskia_mixta","Squamata","Lacertidae","Darevskia_mixta","Darevskia_mixta","Lacertoidea",42.56868608,41.51330178,1113.05815837987,5.35684623718262,78.1140185546875,16.1492645263672,-5.28281135559082,2602.91748046875,"Terrestrial",587,0.000163,0.00105233333333333,0.154893886601204,0.00216316,0.00080322,0.00776555,64.75156756,4.16909533289887,1.51598747,0.718497797654251,0.000130433711189948,0.000121899402326182,3.33549219484595e-05,0.000318555361208556,5.00010006417384e-05,0.000269840192827424,0.000842084307211996,0.000786986529946333,0.000215340467466844,0.00205660383504174,0.000322808096167624,0.00174209711402081,0,"NT",3,63,5.8,0.321691772101293,0.321691772101293,0.10653579554805,0.0812222338175069,0.159394252,0.13628333715673,29,29
"Darevskia_parvula_MG704918.1","Darevskia_parvula","Squamata","Lacertidae","Darevskia_parvula","Darevskia_parvula","Lacertoidea",41.75426099,40.88306348,37318.0307711454,6.38595390319824,78.968984375,17.2753616333008,-4.38061599731445,2778.8544921875,"Terrestrial",587,0.005409,0.111919,0.0483295955110392,0.00248552,0.00084737,0.00959906,64.75156756,4.16909533289887,31.91153542,2.80132427622521,0.000170695289852024,0.000172961740966422,0.000124748807240883,0.000199465547388003,0.000143216571668431,0.000190212399444833,0.00353189982343293,0.00357879554210039,0.0025812094208897,0.00412719256759435,0.00296333064976135,0.00393573332103278,0,"LC",2,62.3,5.7,0.0467590686527733,0.0467590686527733,0.0804240661394639,0.0436624441844665,0.142553252,0.127076902986019,23,23
"Darevskia_portschinskii_MG704919.1","Darevskia_portschinskii","Squamata","Lacertidae","Darevskia_portschinskii","Darevskia_portschinskii","Lacertoidea",45.10839963,41.21798802,6274.16391803422,10.691340637207,82.52787109375,21.8533020019531,-0.571725654602051,2621.50610351562,"Terrestrial",587,0.000431333333333333,0.00397066666666667,0.108629952988583,0.00204765,0.00074967,0.00741109,64.75156756,4.16909533289887,2.30244744,0.709924518997637,0.000202729019044783,0.000196445323320193,8.10143598892019e-05,0.000369768694536482,0.00011083748106046,0.000336699276691859,0.00186623498830097,0.00180839002425822,0.000745782886398897,0.0034039294353312,0.00102032154126136,0.00309950678821748,0,"LC",2,67,7,0.0756155435953646,0.0756155435953646,0.0844810214347245,0.0401566468667304,0.142972443,0.127274884159615,24,24
"Darevskia_praticola_MH481132.1","Darevskia_praticola","Squamata","Lacertidae","Darevskia_praticola","Darevskia_praticola","Lacertoidea",34.85442127,43.53464742,271895.25340418,10.7739944458008,81.0229736328125,21.8093460083008,-0.158458364009857,2337.90771484375,"Terrestrial",587,0.008078,0.125473666666667,0.0643800425587308,0.00448228,0.00163823,0.014687,64.75156756,4.16909533289887,20.61456488,1.75361515016396,0.000394606495381551,0.000395502350724206,0.000312109766199725,0.000462870486912477,0.000331554768057631,0.000452843683901279,0.00612932952042662,0.0061432446299396,0.0048479273047234,0.00718965798275488,0.00514996192733439,0.00703391401905602,0,"NT",3,66,6.7,0.0573787538522556,0.0573787538522556,0.0927262378411182,0.0605753064620083,0.156975852,0.13425653323209,24,24
"Darevskia_raddei_MH481133.1","Darevskia_raddei","Squamata","Lacertidae","Darevskia_raddei","Darevskia_raddei","Lacertoidea",45.40997964,38.68059487,174693.234655869,8.03672866821289,86.83630859375,19.9880218505859,-3.77380180358887,3233.55249023438,"Terrestrial",587,0.00146533333333333,0.014042,0.104353605849119,0.0037604,0.00145485,0.01203414,64.75156756,4.16909533289887,3.77795315,0.634867894789866,0.000398404715979057,0.000396074885208799,0.000256677542764458,0.000590756594441432,0.00028232966131145,0.000523145721348713,0.00381783372732797,0.00379550741908686,0.00245969021075877,0.0056611037983257,0.0027055093977266,0.00501320215139578,0,"LC",2,76,10.2,0.410608912387724,0.335275727874159,0.125278738904424,0.157646362596264,0.159820601,0.13682780807378,30,29
"Darevskia_rudis_MG704920.1","Darevskia_rudis","Squamata","Lacertidae","Darevskia_rudis","Darevskia_rudis","Lacertoidea",38.30329487,41.46734268,129817.238503803,8.40731506347656,73.880546875,18.7066360473633,-1.54092922210693,2560.59228515625,"Terrestrial",587,0.000534666666666667,0.00385033333333333,0.138862436152714,0.00210277,0.00077729,0.00750452,64.75156756,4.16909533289887,1.42140115,0.50420794780203,0.00042104100210024,0.000401617701843465,0.000138129385381932,0.000986155095636756,0.000222500572555118,0.000787184911811107,0.00303207270278047,0.00289219830049493,0.000994721029019141,0.00710166927038664,0.00160230929774574,0.00566881104509358,0,"LC",2,88.5,15.9,0.133154902721899,0.133154902721899,0.0706613829413325,0.0440403664106959,0.142975099,0.127404341339347,25,25
"Darevskia_saxicola_MG704921.1","Darevskia_saxicola","Squamata","Lacertidae","Darevskia_saxicola","Darevskia_saxicola","Lacertoidea",42.0375876,43.68201288,6571.2287695061,5.00024261474609,76.823994140625,15.6077651977539,-5.33581581115723,2355.52319335938,"Terrestrial",587,0.00435866666666667,0.0770566666666667,0.056564433101181,0.00286278,0.00105629,0.01006256,64.75156756,4.16909533289887,20.6145649,1.75361509946796,0.000212918813511063,0.000213402197950291,0.000168405847273567,0.000249752186468084,0.000178897839095412,0.000244341992032916,0.00376418186902359,0.00377272760019646,0.00297723919503138,0.00441535736814217,0.003162726633809,0.0043197107906278,0,"LC",2,88,15.7,0.239071644471126,0.202343934289288,0.0889855323595496,0.0537999250867856,0.157338603,0.134703264212912,28,27
"Darevskia_unisexualis_KX644918.1","Darevskia_unisexualis","Squamata","Lacertidae","Darevskia_unisexualis","Darevskia_unisexualis","Lacertoidea",43.12006281,40.33436827,15002.9357671178,5.44062156677246,84.261640625,17.066130065918,-6.02044830322266,3021.78125,"Terrestrial",587,0.00103,0.0117953333333333,0.0873226699824789,0.00360151,0.00137359,0.01185239,64.75156756,4.16909533289887,3.77795315,0.634867894789866,0.000280043351313759,0.000278405685917923,0.000180421657675654,0.000415249744500461,0.000198452832905455,0.000367725268190974,0.0032069948315821,0.00318824064786136,0.00206614911925912,0.00475534869219848,0.00227263816996518,0.00421110884796304,0,"NT",3,73,9,0.25112864612927,0.196988153699792,0.11904773088111,0.131103631042821,0.159758553,0.136760299098345,29,28
"Darevskia_valentini_MG655240.1","Darevskia_valentini","Squamata","Lacertidae","Darevskia_valentini","Darevskia_valentini","Lacertoidea",39.94916277,39.54108419,232272.445775986,7.17020034790039,83.459755859375,18.8251327514648,-4.11676330566406,3026.28002929688,"Terrestrial",587,0.000176,0.00236166666666667,0.0745236414961186,0.00202447,0.0007603,0.00739215,64.75156756,4.16909533289887,1.42140115,0.50420794780203,0.000138597038097835,0.000132203333275156,4.54690246145015e-05,0.000324619632478932,7.32420837338543e-05,0.000259123212865502,0.00185977275553629,0.0017739784398759,0.00061012886248815,0.00435592821233567,0.00098280333949689,0.00347706053627288,0,"LC",2,80,11.8,0.133154902721899,0.133154902721899,0.0721013641746178,0.0372964696154992,0.142971298,0.127402906428816,25,25
"Deinagkistrodon_acutus_DQ343647.1","Deinagkistrodon_acutus","Squamata","Viperidae","Deinagkistrodon_acutus","Deinagkistrodon_acutus","Serpentes",112.44279469,27.3563218,1196418.3204857,17.5116577148438,71.802236328125,26.9154846191406,7.13785934448242,3305.5693359375,"Terrestrial",472,0.0105286666666667,0.268835666666667,0.0391639502198989,0.00453899,0.00168973,0.01573314,48.46571197,2.36160496055419,40.66326519,1.969867110996,0.000259524275510546,0.000258672233379597,0.00022536496445411,0.000287917245513779,0.000238577779798363,0.00028464079501358,0.00662661131099803,0.00660485553492935,0.00575439819499117,0.00735158848627813,0.00609177007065909,0.00726792862863349,0.000157055,"LC",2,1490,1663.3,0.029163746077354,0.029163746077354,0.0694922256117027,0.0373120604158854,0.087120975,0.0642345895604333,24,24
"Dermochelys_coriacea__MF460363.1","Dermochelys_coriacea","Testudines","Dermochelyidae","Dermochelys_coriacea","Dermochelys_coriacea","Dermochelyidae",-11.48924219,4.16880933,207862179.413114,21.7226469039917,18.4127382183075,25.2077217102051,18.4262208938599,4469.93505859375,"Terrestrial&Marine",725,0.00558333333333333,0.238375666666667,0.0234224130818722,0.00342702,0.00100646,0.01258308,35.35526063,8.03786943750415,35.35526029,8.03786941358465,0.00016566712541465,0.00016134768172589,9.3774406713822e-05,0.00026830533146721,0.000103163505781939,0.000226149063503928,0.0070730169788897,0.00688860200534868,0.00400361851642002,0.0114550678672329,0.00440447811339227,0.00965524187082829,0,"VU",4,1543.352288,445001.3929,0.0140153038504381,0.0140153038504381,0.0381585833804319,0.0381585833804319,0.05246661,0.05246661,10,10
"Japalura_flaviceps__KX881372.1","Japalura_flaviceps","Squamata","Agamidae","Diploderma_flaviceps","Japalura_flaviceps","Iguania",109.88057686,31.61031274,168641.402150053,14.6732147216797,78.469189453125,25.0477935791016,3.40611267089844,2921.115234375,"Terrestrial",533,0.008777,0.159650666666667,0.0549762815480466,0.00467288,0.00165443,0.02305874,90.16927066,7.58800675163535,25.45173718,3.34231361283253,0.000350901056700276,0.000339885403975577,0.000236491376538784,0.000470330741593206,0.000287707649549571,0.000452251285876357,0.0063827717484604,0.00618240074455624,0.00430169829387427,0.00855515739423301,0.00523330500805385,0.00822629819881709,0,"LC",2,86,20.9,0.187982293498276,0.0392063501641987,0.110388298698812,0.0202044211678557,0.079950435,0.0525002512705254,33,25
"Diploderma_micangshanensis_MW242820.1","Diploderma_micangshanensis","Squamata","Agamidae","Diploderma_micangshanense","Japalura_micangshanensis","Iguania",109.29221852,35.72007579,452477.985528447,10.0487602233887,92.7121484375,22.0436004638672,-3.54711647033691,2962.275390625,"Terrestrial",533,0.00948166666666667,0.144751333333333,0.065503138716051,0.00453639,0.00173362,0.02201855,90.16927066,7.58800675163535,25.45173718,3.34231361283253,0.000379073356797667,0.000367173305840465,0.0002554782273991,0.000508091524994066,0.000310806429358457,0.000488560549419048,0.00578710217904074,0.00560543071732977,0.00390024405557985,0.00775675082069865,0.00474490895323001,0.00745858227552889,0,"LC",2,72,12.1,0.0657631468599916,NA,0.0849305465291564,NA,0.073806461,NA,28,NA
"Diplometopon_zarudnyi__AY605474.1","Diplometopon_zarudnyi","Squamata","Trogonophidae","Diplometopon_zarudnyi","Diplometopon_zarudnyi","Lacertoidea",45.93588596,25.78792549,723416.583626555,25.7760711669922,76.800087890625,35.3918670654297,14.6812591552734,4957.875,"Terrestrial",619,0.0219713333333333,2.64601966666667,0.008303541205728,0.00473069,0.00125577,0.05760352,179.32012107,5.06405735350429,90.09586375,5.44391204994692,0.000244705314094798,0.000244068373438725,0.00019549913500071,0.000282468109438724,0.000216930840454017,0.000268653072466652,0.0294699945519622,0.0293932874410692,0.0235440675438389,0.0340177886085361,0.0261250995303513,0.0323540361648749,0.00074386,"LC",2,185,6.5,0.0247267356688959,0.0247267356688959,0.0462480908267554,0.0127599802629461,0.063497865,0.0438535105874775,18,18
"Dogania_subplana_AF366350.1","Dogania_subplana","Testudines","Trionychidae","Dogania_subplana","Dogania_subplana","Trionychidae",109.21294839,1.42989273,1641617.08755904,25.3214538574219,3.94259460449219,25.9069519042969,24.7454071044922,5390.31494140625,"Terrestrial",734,0.0100123333333333,0.187133666666667,0.0535036453444151,0.00366038,0.00167689,0.02107386,98.28492361,10.9676350664407,23.1878157,1.21291161561443,0.000432929629304536,0.000433181036225302,0.000365163208636608,0.000495187235739129,0.000385082144124767,0.000473755880490399,0.00809159126481325,0.00809629013942541,0.00682501549728003,0.00925520555751848,0.00719730668155236,0.00885464677108868,0.013117703,"LC",2,234.5,1981.121212,0.0232782213585446,0.0232782213585446,0.0312650174704039,0.0312650174704039,0.050803635,0.050803635,13,13
"Dopasia_gracilis_KJ941042.1","Dopasia_gracilis","Squamata","Anguidae","Dopasia_gracilis","Dopasia_gracilis","Anguimorpha",100.08093696,24.53821302,1128597.49116599,15.5041061401367,43.664716796875,20.6073776245117,8.78610534667969,4813.4443359375,"Terrestrial",573,0.009072,0.176522,0.0513930274979889,0.00496761,0.00124001,0.02064841,136.81548355,12.6377155264353,23.31268206,1.61670391355261,0.000390967912821388,0.000390974342157854,0.000327337415381005,0.00047072946878553,0.00033113098563207,0.000445790516802817,0.0076074115858749,0.00760753668721216,0.00636929621228899,0.00915940336077595,0.00644311109410761,0.00867414391612289,2.35e-05,"DD",1,350,136,0.0602490552591156,0.054872550820128,0.0665269398891998,0.0167055886706774,0.087651534,0.0452549626834394,24,23
"Ophisaurus_harti_KF806482.1","Ophisaurus_harti","Squamata","Anguidae","Dopasia_harti","Dopasia_harti","Anguimorpha",106.68976177,23.6168743,182425.826650542,18.4401412963867,47.4564990234375,23.9778945922852,11.0304634094238,4013.11499023438,"Terrestrial",573,0.00586633333333333,0.105537666666667,0.0555852097039604,0.0031392,0.00089752,0.01249022,136.81548355,12.6377155264353,23.31268206,1.61670391355261,0.000252816148506159,0.000252820305983101,0.000211670016655288,0.000304393295163013,0.000214123097300808,0.000288266729321457,0.00454826292556284,0.00454833772022431,0.0038080276710768,0.00547615627941627,0.00385215956620835,0.00518603295475052,0,"LC",2,286,75.9,0.124657167872032,0.054872550820128,0.0654988377614959,0.0243351517793831,0.087650739,0.0452275404649062,27,23
"Draco_maculatus_KY073263.1","Draco_maculatus","Squamata","Agamidae","Draco_maculatus","Draco_maculatus","Iguania",100.90641626,19.37105113,2571518.94835165,23.280256652832,29.0003588867188,26.5983703613281,18.5288833618164,4657.603515625,"Terrestrial",533,0.0319186666666667,0.686924,0.04646608164319,0.00500152,0.00178798,0.02343535,90.16927066,7.58800675163535,90.16927028,7.58800675297718,0.000356508225673414,0.00035360652715422,0.00029844929913161,0.000427645893051513,0.00030903620436358,0.000412838554114634,0.00767244004801217,0.00760999237830169,0.00642294957047125,0.00920339908011562,0.006650791145607,0.00888472923722714,0.001806579,"LC",2,87,6.5,0.0496856822264953,0.0496856822264953,0.069066704729687,0.0388523272039981,0.066435406,0.0528419631295156,25,25
"Elaphe_anomala__KP900218.1","Elaphe_anomala","Squamata","Colubridae","Elaphe_anomala","Elaphe_anomala","Serpentes",121.85450908,41.02231647,2886766.51320888,7.54828491210938,117.6491796875,22.5855712890625,-9.72299652099609,2337.982421875,"Terrestrial",416,0.005762,0.131586333333333,0.0437887419919495,0.00494033,0.00212995,0.01997947,47.51117656,1.80616715442272,16.55455667,1.73679823141993,0.000352060709920292,0.000343324116543279,0.000272550322713394,0.000467549948201925,0.000301971436695502,0.000435820546421144,0.00803998228551572,0.00784046540104756,0.00622420992965502,0.0106774007868936,0.00689609755747308,0.00995279897516281,0.001453993,"DD",1,1800,521.4,0.222183602500278,0.222183602500278,0.127415914540306,0.0719985270029384,0.132472294,0.106887453586044,42,42
"Elaphe_bimaculata_KM065513.1","Elaphe_bimaculata","Squamata","Colubridae","Elaphe_bimaculata","Elaphe_bimaculata","Serpentes",113.14736871,33.81822647,1797018.75520127,12.6325866699219,88.403037109375,24.1760528564453,-0.116895604133606,3001.02758789062,"Terrestrial",416,0.003945,0.134455,0.0293406716001636,0.00584826,0.00207762,0.02554171,47.51117656,1.80616715442272,11.89270607,1.54960475609896,0.000337805634246891,0.000323497018281197,0.000245454564120292,0.000516397891054575,0.000279162561992546,0.000426512339941519,0.0115132209258975,0.0110255491997461,0.00836567640527093,0.0176000705809234,0.0095145252909272,0.0145365568230258,0.001052978,"LC",2,800,66.5,0.163165029743638,0.163165029743638,0.113926840747923,0.0543606449236174,0.132317867,0.106621650094845,44,44
"Elaphe_carinata_KU180459.1","Elaphe_carinata","Squamata","Colubridae","Elaphe_carinata","Elaphe_carinata","Serpentes",110.54452532,28.75025787,1656651.39004441,15.6171844482422,71.8089208984375,25.0312896728516,5.23076057434082,3396.32788085938,"Terrestrial",416,0.00492666666666667,0.134880333333333,0.0365262047098539,0.00587666,0.0021743,0.02456411,47.51117656,1.80616715442272,13.95101757,1.61182244783279,0.000358198864439472,0.00034597498633133,0.000283405916311345,0.000509106162860995,0.000302405885342449,0.000456855354619352,0.00980662697602518,0.00947196647118374,0.00775897519500264,0.0139381073644273,0.00827914883970596,0.0125076053821738,0.000150003,"DD",1,2500,1200.5,0.114916664215098,0.114916664215098,0.118889349639156,0.0906380598768577,0.132341204,0.106463322297851,42,42
"Elaphe_davidi_KM401547.1","Elaphe_davidi","Squamata","Colubridae","Elaphe_davidi","Elaphe_davidi","Serpentes",119.23129102,39.97849,433440.194929753,9.03251266479492,111.7803515625,23.2986602783203,-7.42871627807617,2438.32788085938,"Terrestrial",416,0.00579066666666667,0.143679,0.0403028046316209,0.00700049,0.00259194,0.0285213,47.51117656,1.80616715442272,11.89270607,1.54960475609896,0.000495847864650358,0.000474844968447905,0.000360290383430309,0.000757994437127171,0.000409768654578328,0.00062605596700161,0.0123030610197615,0.0117819336095372,0.00893958588548527,0.0188074860808188,0.0101672491114137,0.0155338064614594,0,"DD",1,960,203.9,0.124843737292063,0.124843737292063,0.118593665251426,0.0712008754061505,0.132227063,0.106450387342666,43,43
"Elaphe_quatuorlineata_MK334307.1","Elaphe_quatuorlineata","Squamata","Colubridae","Elaphe_quatuorlineata","Elaphe_quatuorlineata","Serpentes",18.25757474,40.98092437,303933.411433398,13.2828384399414,65.841806640625,22.7777648925781,4.78162689208984,2613.47631835938,"Terrestrial",416,0.00279633333333333,0.0539976666666667,0.0517861882920867,0.00611477,0.00232732,0.02555909,47.51117656,1.80616715442272,6.74052091,1.05069720961016,0.00042510479918479,0.000417489158028764,0.000292276452760997,0.000621238568569772,0.000317110297760821,0.000580302577443273,0.00820884512270135,0.00806178581196251,0.00564390742783552,0.0119962211751488,0.00612345314878636,0.0112057403060875,0.039758494,"NT",3,2000,681.3,0.150629178135152,0.150629178135152,0.122594389516456,0.0761028703998805,0.132375085,0.10648032509471,42,42
"Elaphe_sauromates_MK070315.1","Elaphe_sauromates","Squamata","Colubridae","Elaphe_sauromates","Elaphe_sauromates","Serpentes",42.06175483,41.99276487,2275286.78874659,11.4516189575195,94.095439453125,24.3191390991211,-1.14337730407715,2728.41333007812,"Terrestrial",416,0.00241966666666667,0.0488656666666667,0.0495167022517514,0.00595634,0.00223735,0.02505169,47.51117656,1.80616715442272,6.74052091,1.05069720961016,0.000367843096588674,0.000361253283839647,0.000252906755345342,0.000537557607491712,0.000274395476391203,0.000502135702665481,0.00742866709334755,0.00729558446770088,0.00510750401065727,0.0108560865939472,0.00554147315780703,0.0101407339307965,0.000168682,"LC",2,2000,681.3,0.150629178135152,0.150629178135152,0.130164851163403,0.0707056162828066,0.132434557,0.106490791613737,42,42
"Orthriophis_taeniurus_KC990021.1","Orthriophis_taeniurus","Squamata","Colubridae","Elaphe_taeniura","Orthriophis_taeniurus","Serpentes",107.59204488,21.8182376,5183390.22405335,19.1734924316406,48.426416015625,25.3005905151367,11.9645530700684,4135.763671875,"Terrestrial",416,0.00703633333333333,0.220393,0.0319263013495589,0.00451493,0.00146119,0.02190377,47.51117656,1.80616715442272,27.04517891,1.7697961210154,0.000261279111933162,0.000261488464135508,0.000225903079370714,0.000303902619862582,0.000229811770190348,0.000295772263746069,0.0081838202638143,0.00819037762227729,0.0070757673085058,0.00951887963892758,0.00719819585971312,0.00926421950690995,1.77e-05,"DD",1,2700,1459.6,0.0738050067507258,0.0738050067507258,0.120202363886835,0.0717724134046179,0.132037822,0.0984545821677383,36,36
"Elseya_albagula_KY776453.1","Elseya_albagula","Testudines","Chelidae","Elseya_albagula","Pelocomastes_albagula","Chelidae",149.68875009,-27.09112102,242459.603011025,19.9657073974609,38.0188989257813,24.6128479003906,14.1432388305664,4069.82836914062,"Terrestrial",748,0.00214466666666667,0.0322463333333333,0.0665088537198028,0.00135411,0.00063906,0.0040671,129.19941515,17.2091803776962,8.4814303,0.8404559260012,0.000255278664433773,0.000253642369048237,0.000180658748512212,0.000329376869030716,0.000211021335252094,0.000305281347103774,0.00383826588726434,0.00381366321718331,0.00271631126396065,0.00495237627186236,0.00317283073530499,0.00459008583112714,0.010371867,"EN",5,306.707732,4666.301795,0.0370340513875623,0.0370340513875623,0.0553956074919096,0.0553956074919096,0.051005395,0.051005395,13,13
"Elseya_branderhorsti_KY705235.1","Elseya_branderhorsti","Testudines","Chelidae","Elseya_branderhorsti","Elseya_branderhorsti","Chelidae",140.72913152,-7.34427457,176316.44951883,25.9298858642578,6.18362976074219,26.7266693115234,24.8982925415039,5380.09228515625,"Terrestrial",748,0.00101333333333333,0.0180906666666667,0.0560141509433962,0.00255411,0.00099494,0.00842225,129.19941515,17.2091803776962,3.08307409,0.513613832209699,0.000337971841942759,0.000334677904363944,0.000223629272100696,0.000529642007301394,0.000248420001261931,0.000476971407387544,0.0060336867782623,0.00597488132422367,0.0039923710050819,0.00945550362508594,0.00443495075937089,0.00851519480978184,0.010817655,"VU",4,310.25,4900.745956,0.0856379434204005,0.0856379434204005,0.068108078713944,0.068108078713944,0.051089774,0.051089774,16,16
