,bs_clade,bs_species,clade,phy_species,group,dN,dS,Clade.Size,W
39,10_7,Choloepus_hoffmanni_KR336793.1,10,Megatherium_americanum__MK903497.1,ingroup,0.011278333,0.298414,2,0.03779425
40,10_7,Bradypus_pygmaeus__KT818523.1,10,Bradypus_torquatus__KT818524.1,ingroup,0.017977,0.294413667,4,0.061060345
41,10_8,Choloepus_didactylus_AY960980.1,10,Megatherium_americanum__MK903497.1,ingroup,0.011188667,0.244508,2,0.045759921
42,10_8,Bradypus_pygmaeus__KT818523.1,10,Bradypus_torquatus__KT818524.1,ingroup,0.018164333,0.285403333,4,0.063644433
43,10_9,Megalonyx_jeffersonii__MK903495.1,10,Megatherium_americanum__MK903497.1,ingroup,0.005434333,0.147342,2,0.036882446
44,10_9,Bradypus_pygmaeus__KT818523.1,10,Bradypus_torquatus__KT818524.1,ingroup,0.019847,0.316728333,4,0.062662534
45,11_1,Rhynchocyon_udzungwensis_MH056211.1,11,Elephantulus_revoilii__MT354767.1,ingroup,0.020172,1.457414333,19,0.013840951
46,11_1,Orycteropus_afer_Y18475.1,11,Orycteropus_afer_Y18475.1,ingroup,0.015873333,1.090723667,1,0.014553029
47,11_2,Elephantulus_edwardii_NC_041486.1,11,Elephantulus_revoilii__MT354767.1,ingroup,0.023789667,0.973427,19,0.024439087
48,11_2,Orycteropus_afer_Y18475.1,11,Orycteropus_afer_Y18475.1,ingroup,0.015912667,1.286401667,1,0.012369905
51,11_4,Elephantulus_revoilii__MT354767.1,11,Elephantulus_revoilii__MT354767.1,ingroup,0.022366,0.882045333,19,0.025356973
52,11_4,Orycteropus_afer_Y18475.1,11,Orycteropus_afer_Y18475.1,ingroup,0.015113667,0.748506667,1,0.02019176
53,12_1,Chrysochloris_asiatica_AB096866.1,12,Eremitalpa_granti_NC_010304.1,ingroup,0.016975333,1.047163333,21,0.016210779
54,12_1,Echinops_telfairi_AB099484.1,12,Echinops_telfairi_AB099484.1,ingroup,0.026462333,1.754553333,34,0.015082091
55,12_2,Eremitalpa_granti_NC_010304.1,12,Eremitalpa_granti_NC_010304.1,ingroup,0.017812333,1.200764333,21,0.014834163
56,12_2,Echinops_telfairi_AB099484.1,12,Echinops_telfairi_AB099484.1,ingroup,0.025976667,1.235853,34,0.02101922
57,13_1,Trichechus_manatus_latirostris_MN105083.1,13,Trichechus_manatus_latirostris_MN105083.1,ingroup,0.007378667,0.223363333,3,0.033034369
58,13_1,Dugong_dugon_NC_003314.1,13,Dugong_dugon_NC_003314.1,ingroup,0.006464667,0.176636,1,0.036598806
59,13_2,Trichechus_manatus_latirostris_MN105083.1,13,Trichechus_manatus_latirostris_MN105083.1,ingroup,0.007271,0.222606333,3,0.032663042
60,13_2,Hydrodamalis_gigas_MH718932.1,13,Dugong_dugon_NC_003314.1,ingroup,0.007203667,0.150568667,1,0.047843066
61,14_1,Mammut_americanum__MN616968.1,14,Elephas_antiquus_KY499555.1,ingroup,0.028703,0.493812,7,0.058125359
62,14_1,Procavia_capensis_AB096865.1,14,Procavia_capensis_AB096865.1,ingroup,0.022307,1.236438333,5,0.018041336
63,14_10,Mammuthus_primigenius_EU153451.1,14,Elephas_antiquus_KY499555.1,ingroup,0.029075333,0.466334667,7,0.062348642
64,14_10,Dendrohyrax_dorsalis_NC_010301.1,14,Procavia_capensis_AB096865.1,ingroup,0.024148,1.161633,5,0.020787977
65,14_11,Mammuthus_columbi_KX027517.1,14,Elephas_antiquus_KY499555.1,ingroup,0.028936667,0.476842667,7,0.060683887
66,14_11,Dendrohyrax_dorsalis_NC_010301.1,14,Procavia_capensis_AB096865.1,ingroup,0.024136667,1.180834333,5,0.02044035
67,14_12,Loxodonta_africana_NC_000934.1,14,Elephas_antiquus_KY499555.1,ingroup,0.029019,0.451583333,7,0.064260565
68,14_12,Dendrohyrax_dorsalis_NC_010301.1,14,Procavia_capensis_AB096865.1,ingroup,0.023774667,1.202997333,5,0.019762859
69,14_13,Loxodonta_cyclotis_KY616981.1,14,Elephas_antiquus_KY499555.1,ingroup,0.02944,0.469175667,7,0.062748352
70,14_13,Dendrohyrax_dorsalis_NC_010301.1,14,Procavia_capensis_AB096865.1,ingroup,0.024132667,1.287493667,5,0.018743911
71,14_14,Elephas_antiquus_KY499555.1,14,Elephas_antiquus_KY499555.1,ingroup,0.029659667,0.471397667,7,0.062918569
72,14_14,Dendrohyrax_dorsalis_NC_010301.1,14,Procavia_capensis_AB096865.1,ingroup,0.023931333,1.253781667,5,0.019087321
73,14_2,Elephas_maximus_DQ316068.1,14,Elephas_antiquus_KY499555.1,ingroup,0.029568333,0.561936,7,0.052618685
74,14_2,Procavia_capensis_AB096865.1,14,Procavia_capensis_AB096865.1,ingroup,0.022322,1.38234,5,0.016147981
75,14_3,Mammuthus_primigenius_EU153451.1,14,Elephas_antiquus_KY499555.1,ingroup,0.029188667,0.581294667,7,0.050213202
76,14_3,Procavia_capensis_AB096865.1,14,Procavia_capensis_AB096865.1,ingroup,0.022455,1.365182,5,0.016448356
77,14_4,Mammuthus_columbi_KX027517.1,14,Elephas_antiquus_KY499555.1,ingroup,0.029054,0.592244333,7,0.049057455
78,14_4,Procavia_capensis_AB096865.1,14,Procavia_capensis_AB096865.1,ingroup,0.022434667,1.393308667,5,0.01610172
79,14_5,Loxodonta_africana_NC_000934.1,14,Elephas_antiquus_KY499555.1,ingroup,0.029339667,0.543256333,7,0.05400704
80,14_5,Procavia_capensis_AB096865.1,14,Procavia_capensis_AB096865.1,ingroup,0.022315,1.255958667,5,0.017767304
81,14_6,Loxodonta_cyclotis_KY616981.1,14,Elephas_antiquus_KY499555.1,ingroup,0.029628,0.505086,7,0.058659317
82,14_6,Procavia_capensis_AB096865.1,14,Procavia_capensis_AB096865.1,ingroup,0.022523,1.301171333,5,0.017309788
83,14_7,Elephas_antiquus_KY499555.1,14,Elephas_antiquus_KY499555.1,ingroup,0.02997,0.568056,7,0.052758883
84,14_7,Procavia_capensis_AB096865.1,14,Procavia_capensis_AB096865.1,ingroup,0.022416333,1.358899333,5,0.016495948
85,14_8,Mammut_americanum__MN616968.1,14,Elephas_antiquus_KY499555.1,ingroup,0.028255333,0.364236,7,0.077574247
86,14_8,Dendrohyrax_dorsalis_NC_010301.1,14,Procavia_capensis_AB096865.1,ingroup,0.023655333,0.994173333,5,0.023793973
87,14_9,Elephas_maximus_DQ316068.1,14,Elephas_antiquus_KY499555.1,ingroup,0.029244,0.454725,7,0.064311397
88,14_9,Dendrohyrax_dorsalis_NC_010301.1,14,Procavia_capensis_AB096865.1,ingroup,0.023780333,1.255863333,5,0.018935447
89,15_1,Perodicticus_potto_AB371095.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.012773,0.399571333,12,0.031966758
90,15_1,Otolemur_crassicaudatus_KJ434961.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.010808667,0.271086333,18,0.039871677
91,15_10,Nycticebus_pygmaeus_KX397281.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.013024667,0.364252667,12,0.035757231
92,15_10,Galago_moholi_KC757396.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.012004,0.332798333,18,0.036069892
93,15_11,Nycticebus_coucang_insularis_MG515246.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.012313333,0.318796,12,0.038624491
94,15_11,Galago_moholi_KC757396.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011985667,0.360365333,18,0.033259766
95,15_12,Nycticebus_bengalensis_KY436589.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.012472667,0.321648,12,0.03877738
96,15_12,Galago_moholi_KC757396.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011947333,0.364843667,18,0.032746446
97,15_13,Perodicticus_potto_AB371095.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.012848667,0.370782667,12,0.034652824
98,15_13,Galago_senegalensis_AB371092.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011812333,0.340385,18,0.034702861
99,15_14,Loris_lydekkerianus_KC757402.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.011929667,0.333648667,12,0.035755176
100,15_14,Galago_senegalensis_AB371092.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011539333,0.401559,18,0.028736333
101,15_15,Loris_tardigradus_AB371094.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.011759333,0.31874,12,0.036893184
102,15_15,Galago_senegalensis_AB371092.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011515333,0.410041,18,0.028083371
103,15_16,Nycticebus_pygmaeus_KX397281.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.013067667,0.386780667,12,0.033785729
104,15_16,Galago_senegalensis_AB371092.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011970667,0.312093667,18,0.038356006
105,15_17,Nycticebus_coucang_insularis_MG515246.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.012305333,0.335542,12,0.036673005
106,15_17,Galago_senegalensis_AB371092.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011865333,0.346470667,18,0.034246285
107,15_18,Nycticebus_bengalensis_KY436589.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.012453333,0.334175,12,0.037265904
108,15_18,Galago_senegalensis_AB371092.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011841333,0.34718,18,0.034107187
109,15_2,Loris_lydekkerianus_KC757402.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.012462333,0.425624,12,0.029280147
110,15_2,Otolemur_crassicaudatus_KJ434961.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011125667,0.328837333,18,0.033833344
111,15_3,Loris_tardigradus_AB371094.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.012285667,0.421234333,12,0.029165872
112,15_3,Otolemur_crassicaudatus_KJ434961.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011116667,0.355780333,18,0.031245872
113,15_4,Nycticebus_pygmaeus_KX397281.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.013092333,0.489881,12,0.026725538
114,15_4,Otolemur_crassicaudatus_KJ434961.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.010962667,0.274840333,18,0.039887401
115,15_5,Nycticebus_coucang_insularis_MG515246.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.012715667,0.459392,12,0.027679338
116,15_5,Otolemur_crassicaudatus_KJ434961.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011170667,0.323214667,18,0.034561138
117,15_6,Nycticebus_bengalensis_KY436589.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.012871667,0.477179667,12,0.026974466
118,15_6,Otolemur_crassicaudatus_KJ434961.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011163667,0.324629,18,0.034389
119,15_7,Perodicticus_potto_AB371095.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.012832,0.371169333,12,0.034571822
120,15_7,Galago_moholi_KC757396.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011911,0.360925667,18,0.033001255
121,15_8,Loris_lydekkerianus_KC757402.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.011929667,0.311372667,12,0.038313147
122,15_8,Galago_moholi_KC757396.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011640667,0.413000333,18,0.028185611
123,15_9,Loris_tardigradus_AB371094.1,15,Nycticebus_bengalensis_KY436589.1,ingroup,0.011764333,0.307478,12,0.038260732
124,15_9,Galago_moholi_KC757396.1,15,Otolemur_crassicaudatus_KJ434961.1,ingroup,0.011619333,0.436096667,18,0.02664394
125,16_1,Phaner_pallescens_KM112340.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016961,0.407249,33,0.041647739
126,16_1,Lepilemur_tymerlachsoni_HQ171080.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018081333,0.305909667,26,0.059106773
127,16_10,Phaner_parienti_KM112341.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016943667,0.421770667,33,0.0401727
128,16_10,Lepilemur_tymerlachsoni_HQ171080.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017858333,0.306545333,26,0.058256745
129,16_100,Phaner_parienti_KM112341.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016647,0.414945667,33,0.040118505
130,16_100,Lepilemur_ruficaudatus_KC757400.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017741333,0.291768667,26,0.060806164
131,16_11,Phaner_pallescens_KM112340.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016652,0.382321,33,0.043555023
132,16_11,Lepilemur_fleuretae_HQ171057.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017647667,0.275050333,26,0.06416159
133,16_12,Microcebus_mamiratra_KM112307.1,16,Microcebus_rufus_KM112313.1,ingroup,0.015710667,0.474732667,33,0.033093713
134,16_12,Lepilemur_fleuretae_HQ171057.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018317667,0.261556667,26,0.070033262
135,16_13,Phaner_electromontis_KM112338.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016381667,0.393994667,33,0.041578397
136,16_13,Lepilemur_fleuretae_HQ171057.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017398333,0.271558,26,0.064068572
137,16_14,Microcebus_lehilahytsara_KM112314.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014674,0.444799,33,0.032990182
138,16_14,Lepilemur_fleuretae_HQ171057.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018307,0.257186333,26,0.071181854
139,16_15,Microcebus_myoxinus_KM112290.1,16,Microcebus_rufus_KM112313.1,ingroup,0.015015667,0.444436667,33,0.033785841
140,16_15,Lepilemur_fleuretae_HQ171057.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018496667,0.265234667,26,0.069736988
141,16_16,Microcebus_tavaratra_KM112294.1,16,Microcebus_rufus_KM112313.1,ingroup,0.015482333,0.482034667,33,0.032118713
142,16_16,Lepilemur_fleuretae_HQ171057.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018265333,0.262851333,26,0.069489217
143,16_17,Microcebus_ravelobensis_KM112289.1,16,Microcebus_rufus_KM112313.1,ingroup,0.015193,0.4846,33,0.03135163
144,16_17,Lepilemur_fleuretae_HQ171057.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017919,0.267591667,26,0.066963969
145,16_18,Microcebus_murinus_KM112304.1,16,Microcebus_rufus_KM112313.1,ingroup,0.015255333,0.491495,33,0.031038634
146,16_18,Lepilemur_fleuretae_HQ171057.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018295333,0.260219333,26,0.070307356
147,16_19,Microcebus_bongolavensis_KM112293.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014758333,0.486515667,33,0.030334755
148,16_19,Lepilemur_fleuretae_HQ171057.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017904333,0.268432667,26,0.066699532
149,16_2,Microcebus_mamiratra_KM112307.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014636,0.478672333,33,0.03057624
150,16_2,Lepilemur_tymerlachsoni_HQ171080.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017323667,0.293004333,26,0.059124268
151,16_20,Phaner_parienti_KM112341.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016506333,0.414727333,33,0.039800447
152,16_20,Lepilemur_fleuretae_HQ171057.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017257,0.282963667,26,0.060986628
153,16_21,Phaner_pallescens_KM112340.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016455,0.383889,33,0.042863953
154,16_21,Lepilemur_jamesorum_HQ171081.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017731,0.273539333,26,0.06482066
155,16_22,Microcebus_mamiratra_KM112307.1,16,Microcebus_rufus_KM112313.1,ingroup,0.015380667,0.481067667,33,0.03197194
156,16_22,Lepilemur_jamesorum_HQ171081.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018239667,0.269706333,26,0.067627877
157,16_23,Phaner_electromontis_KM112338.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016323667,0.394138333,33,0.041416085
158,16_23,Lepilemur_jamesorum_HQ171081.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017635,0.269474667,26,0.065442144
159,16_24,Microcebus_lehilahytsara_KM112314.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014377667,0.450109333,33,0.031942609
160,16_24,Lepilemur_jamesorum_HQ171081.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018278667,0.262021333,26,0.069760223
161,16_25,Microcebus_myoxinus_KM112290.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014811667,0.459483,33,0.032235505
162,16_25,Lepilemur_jamesorum_HQ171081.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018540667,0.274902667,26,0.067444477
163,16_26,Microcebus_tavaratra_KM112294.1,16,Microcebus_rufus_KM112313.1,ingroup,0.015374667,0.485773667,33,0.031649856
164,16_26,Lepilemur_jamesorum_HQ171081.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018418,0.263423333,26,0.069917876
165,16_27,Microcebus_ravelobensis_KM112289.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014879333,0.465311,33,0.031977179
166,16_27,Lepilemur_jamesorum_HQ171081.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017864667,0.260533,26,0.068569689
167,16_28,Microcebus_murinus_KM112304.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014833667,0.488802667,33,0.030346943
168,16_28,Lepilemur_jamesorum_HQ171081.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018153,0.262239,26,0.069223113
169,16_29,Microcebus_bongolavensis_KM112293.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014446,0.462365333,33,0.031243692
170,16_29,Lepilemur_jamesorum_HQ171081.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017866667,0.254612667,26,0.070171947
171,16_3,Phaner_electromontis_KM112338.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016752667,0.411641667,33,0.040697208
172,16_3,Lepilemur_tymerlachsoni_HQ171080.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017939333,0.298416,26,0.060115186
173,16_30,Phaner_parienti_KM112341.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016348333,0.415339667,33,0.039361358
174,16_30,Lepilemur_jamesorum_HQ171081.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017413,0.282147667,26,0.06171591
175,16_31,Phaner_pallescens_KM112340.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016292667,0.422876333,33,0.038528206
176,16_31,Lepilemur_septentrionalis_NC_034727.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018175667,0.296807333,26,0.061237256
177,16_32,Microcebus_mamiratra_KM112307.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014100667,0.467931333,33,0.030134051
178,16_32,Lepilemur_septentrionalis_NC_034727.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017426667,0.268256667,26,0.06496266
179,16_33,Phaner_electromontis_KM112338.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016108,0.412032333,33,0.039094019
180,16_33,Lepilemur_septentrionalis_NC_034727.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018025667,0.277263667,26,0.065012726
181,16_34,Microcebus_lehilahytsara_KM112314.1,16,Microcebus_rufus_KM112313.1,ingroup,0.013548,0.461054,33,0.029384844
182,16_34,Lepilemur_septentrionalis_NC_034727.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017872,0.282148,26,0.063342643
183,16_35,Microcebus_myoxinus_KM112290.1,16,Microcebus_rufus_KM112313.1,ingroup,0.013837333,0.461880333,33,0.029958698
184,16_35,Lepilemur_septentrionalis_NC_034727.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.018024667,0.286362333,26,0.062943567
185,16_36,Microcebus_tavaratra_KM112294.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014390667,0.499877667,33,0.028788377
186,16_36,Lepilemur_septentrionalis_NC_034727.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017942667,0.280561,26,0.063952818
187,16_37,Microcebus_ravelobensis_KM112289.1,16,Microcebus_rufus_KM112313.1,ingroup,0.013669333,0.461155,33,0.029641516
188,16_37,Lepilemur_septentrionalis_NC_034727.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017062667,0.266917,26,0.06392499
189,16_38,Microcebus_murinus_KM112304.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014172667,0.473673333,33,0.029920761
190,16_38,Lepilemur_septentrionalis_NC_034727.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.01797,0.261522,26,0.068713148
191,16_39,Microcebus_bongolavensis_KM112293.1,16,Microcebus_rufus_KM112313.1,ingroup,0.013284667,0.449437667,33,0.029558419
192,16_39,Lepilemur_septentrionalis_NC_034727.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017101667,0.259102333,26,0.066003522
193,16_4,Microcebus_lehilahytsara_KM112314.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014083667,0.476528667,33,0.02955471
194,16_4,Lepilemur_tymerlachsoni_HQ171080.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017851,0.306487,26,0.058243906
195,16_40,Phaner_parienti_KM112341.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016296333,0.435446333,33,0.037424436
196,16_40,Lepilemur_septentrionalis_NC_034727.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.017925667,0.293416,26,0.06109301
197,16_41,Phaner_pallescens_KM112340.1,16,Microcebus_rufus_KM112313.1,ingroup,0.016525,0.424634333,33,0.038915836
198,16_41,Lepilemur_otto_HQ171064.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.0174,0.298006667,26,0.058387956
199,16_42,Microcebus_mamiratra_KM112307.1,16,Microcebus_rufus_KM112313.1,ingroup,0.014117667,0.49981,33,0.028246067
200,16_42,Lepilemur_otto_HQ171064.1,16,Lepilemur_wrightae_HQ171075.1,ingroup,0.016580333,0.282463667,26,0.058698995
