,bs_clade,bs_species,clade,phy_species,group,dN,dS,Clade.Size,W
14,2_14,Andrias_japonicus_AB208679.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026529,0.832114333,4,0.031881436
15,2_15,Hynobius_quelpaertensis_HM036352.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.016162333,0.677607333,83,0.023852064
16,2_15,Andrias_japonicus_AB208679.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026584667,0.878633,4,0.03025685
17,2_16,Hynobius_maoershanensis_KF974475.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.016565667,0.625040333,83,0.026503356
18,2_16,Andrias_japonicus_AB208679.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026707,0.809287667,4,0.033000626
19,2_17,Protohynobius_puxiongensis_FJ532058.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.0181,0.675249667,83,0.0268049
20,2_17,Andrias_japonicus_AB208679.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026282667,0.698447333,4,0.037630134
21,2_18,Onychodactylus_zhaoermii_KJ627182.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.016344333,1.085304333,83,0.015059678
22,2_18,Andrias_japonicus_AB208679.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026779333,0.849291667,4,0.031531374
23,2_19,Pseudohynobius_shuichengensis_FJ532060.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.017828667,0.715410333,83,0.024920896
24,2_19,Andrias_japonicus_AB208679.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026453333,0.7955,4,0.033253719
25,2_2,Hynobius_yiwuensis_HM036354.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.015692,0.804408,83,0.019507514
26,2_2,Andrias_davidianus_NC_004926.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026201,0.842589333,4,0.031095813
27,2_20,Hynobius_yangi_FJ594965.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.015703667,0.729171333,83,0.021536319
28,2_20,Andrias_japonicus_AB208679.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026533667,0.869387333,4,0.03051996
29,2_21,Ranodon_sibiricus_AJ419960.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.014665667,0.754593333,83,0.019435192
30,2_21,Cryptobranchus_alleganiensis_GQ368662.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026780667,1.182099333,4,0.022655174
31,2_22,Hynobius_yiwuensis_HM036354.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.016226667,0.753269667,83,0.021541644
32,2_22,Cryptobranchus_alleganiensis_GQ368662.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.027444,1.246517333,4,0.022016541
33,2_23,Hynobius_nebulosus_HM036356.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.015599333,0.719764,83,0.021672845
34,2_23,Cryptobranchus_alleganiensis_GQ368662.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.027081,1.513507333,4,0.017892877
35,2_24,Hynobius_unisacculus_MN242821.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.015981,0.663478667,83,0.024086683
36,2_24,Cryptobranchus_alleganiensis_GQ368662.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.02683,1.204693667,4,0.022271222
37,2_25,Hynobius_quelpaertensis_HM036352.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.0164,0.599456,83,0.027358138
38,2_25,Cryptobranchus_alleganiensis_GQ368662.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.027001,1.208602333,4,0.022340682
39,2_26,Hynobius_maoershanensis_KF974475.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.016913667,0.644874667,83,0.026227835
40,2_26,Cryptobranchus_alleganiensis_GQ368662.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.027313667,1.200563,4,0.022750715
41,2_27,Protohynobius_puxiongensis_FJ532058.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.018113333,0.757352,83,0.023916664
42,2_27,Cryptobranchus_alleganiensis_GQ368662.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026579667,1.264666667,4,0.021017132
43,2_28,Onychodactylus_zhaoermii_KJ627182.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.015457333,1.105056,83,0.013987828
44,2_28,Cryptobranchus_alleganiensis_GQ368662.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.025955667,1.455263333,4,0.017835718
45,2_29,Pseudohynobius_shuichengensis_FJ532060.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.017714,0.484439333,83,0.036565982
46,2_29,Cryptobranchus_alleganiensis_GQ368662.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026423667,1.373402,4,0.019239572
47,2_3,Hynobius_nebulosus_HM036356.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.015352333,0.657456667,83,0.023351095
48,2_3,Andrias_davidianus_NC_004926.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026233667,0.837120333,4,0.031337988
49,2_30,Hynobius_yangi_FJ594965.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.016009667,0.630019,83,0.025411403
50,2_30,Cryptobranchus_alleganiensis_GQ368662.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.027110333,1.154373,4,0.023484899
51,2_4,Hynobius_unisacculus_MN242821.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.015534667,0.737002,83,0.021078188
52,2_4,Andrias_davidianus_NC_004926.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.025736,0.899574667,4,0.028609076
53,2_5,Hynobius_quelpaertensis_HM036352.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.015848333,0.70311,83,0.022540333
54,2_5,Andrias_davidianus_NC_004926.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.025735333,0.903415,4,0.028486724
55,2_6,Hynobius_maoershanensis_KF974475.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.016437,0.677423333,83,0.024264
56,2_6,Andrias_davidianus_NC_004926.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.026011667,0.870360667,4,0.029886078
57,2_7,Protohynobius_puxiongensis_FJ532058.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.018050333,0.710005,83,0.025422826
58,2_7,Andrias_davidianus_NC_004926.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.025646,0.739454667,4,0.034682315
59,2_8,Onychodactylus_zhaoermii_KJ627182.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.016190333,1.077739,83,0.015022499
60,2_8,Andrias_davidianus_NC_004926.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.025966667,0.883390333,4,0.02939433
61,2_9,Pseudohynobius_shuichengensis_FJ532060.1,2,Onychodactylus_zhaoermii_KJ627182.1,ingroup,0.017638,0.835934333,83,0.021099743
62,2_9,Andrias_davidianus_NC_004926.1,2,Andrias_davidianus_NC_004926.1,ingroup,0.025729333,0.946096333,4,0.027195257
63,3_1,Ambystoma_andersoni_AY659993.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019193667,0.845322667,36,0.022705728
64,3_1,Lissotriton_vulgaris_EU880339.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.017921667,0.892457667,126,0.020081251
65,3_10,Ambystoma_mexicanum_AY659991.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017644,0.916127333,36,0.019259331
66,3_10,Paramesotriton_deloustali_KY744236.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019297,0.788169667,126,0.024483307
67,3_11,Ambystoma_dumerilii_AY659994.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018615667,0.921582,36,0.020199686
68,3_11,Paramesotriton_deloustali_KY744236.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018944333,0.797059333,126,0.023767783
69,3_12,Ambystoma_tigrinum_tigrinum_AY659992.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017560667,0.950973667,36,0.018465986
70,3_12,Paramesotriton_deloustali_KY744236.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019146667,0.885998667,126,0.021610266
71,3_13,Ambystoma_calforniense_AY659995.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018989,0.694940667,36,0.027324635
72,3_13,Paramesotriton_deloustali_KY744236.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019280333,0.888340667,126,0.021703761
73,3_14,Ambystoma_laterale_AY728218.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018436333,0.711438667,36,0.025914157
74,3_14,Paramesotriton_deloustali_KY744236.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019138667,0.776148,126,0.024658527
75,3_15,Ambystoma_talpoideum_MG822788.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018895333,0.814310667,36,0.023204084
76,3_15,Paramesotriton_deloustali_KY744236.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019340333,0.810075333,126,0.023874734
77,3_16,Dicamptodon_aterrimus_GQ368657.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.021429667,1.396953667,36,0.015340284
78,3_16,Paramesotriton_deloustali_KY744236.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018835333,1.160824,126,0.01622583
79,3_17,Ambystoma_andersoni_AY659993.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018064,1.035135667,36,0.017450853
80,3_17,Salamandrina_terdigitata_EU880332.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.020429333,0.975049,126,0.020952109
81,3_18,Ambystoma_mexicanum_AY659991.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017102,1.006053,36,0.016999104
82,3_18,Salamandrina_terdigitata_EU880332.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.020475667,0.961516333,126,0.021295183
83,3_19,Ambystoma_dumerilii_AY659994.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018223333,1.075203667,36,0.016948727
84,3_19,Salamandrina_terdigitata_EU880332.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.020221667,1.010452,126,0.020012496
85,3_2,Ambystoma_mexicanum_AY659991.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018305,0.799501,36,0.022895531
86,3_2,Lissotriton_vulgaris_EU880339.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.017985,0.882003,126,0.020391087
87,3_20,Ambystoma_tigrinum_tigrinum_AY659992.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017275333,1.028260667,36,0.016800539
88,3_20,Salamandrina_terdigitata_EU880332.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.020598,1.11222,126,0.018519717
89,3_21,Ambystoma_calforniense_AY659995.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018766333,0.835744333,36,0.022454634
90,3_21,Salamandrina_terdigitata_EU880332.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.020750333,1.128551,126,0.018386704
91,3_22,Ambystoma_laterale_AY728218.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017896667,0.944046333,36,0.018957403
92,3_22,Salamandrina_terdigitata_EU880332.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.020523333,1.030502667,126,0.019915847
93,3_23,Ambystoma_talpoideum_MG822788.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018423,0.936928,36,0.019663197
94,3_23,Salamandrina_terdigitata_EU880332.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.020486,1.026715,126,0.019952957
95,3_24,Dicamptodon_aterrimus_GQ368657.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.021471333,1.660062667,36,0.01293405
96,3_24,Salamandrina_terdigitata_EU880332.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.020923667,1.180852333,126,0.017719122
97,3_25,Ambystoma_andersoni_AY659993.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017969333,1.045802,36,0.017182347
98,3_25,Mertensiella_caucasica_EU880319.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.022847,0.759791,126,0.030070111
99,3_26,Ambystoma_mexicanum_AY659991.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.01727,0.988489333,36,0.017471104
100,3_26,Mertensiella_caucasica_EU880319.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.023102333,0.752992,126,0.030680716
101,3_27,Ambystoma_dumerilii_AY659994.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018293667,1.086964,36,0.016830058
102,3_27,Mertensiella_caucasica_EU880319.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.022801333,0.751409333,126,0.030344757
103,3_28,Ambystoma_tigrinum_tigrinum_AY659992.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017376,1.142185667,36,0.015212938
104,3_28,Mertensiella_caucasica_EU880319.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.023108333,0.897077667,126,0.025759568
105,3_29,Ambystoma_calforniense_AY659995.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018759,0.747402333,36,0.025098932
106,3_29,Mertensiella_caucasica_EU880319.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.023143667,0.850333667,126,0.027217159
107,3_3,Ambystoma_dumerilii_AY659994.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019256667,0.92091,36,0.020910476
108,3_3,Lissotriton_vulgaris_EU880339.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.017594333,0.899064333,126,0.019569604
109,3_30,Ambystoma_laterale_AY728218.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.01766,0.940274,36,0.018781759
110,3_30,Mertensiella_caucasica_EU880319.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.022739,0.809571667,126,0.028087692
111,3_31,Ambystoma_talpoideum_MG822788.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018198333,0.956791,36,0.019020176
112,3_31,Mertensiella_caucasica_EU880319.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.022847667,0.793856333,126,0.028780606
113,3_32,Dicamptodon_aterrimus_GQ368657.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.020664667,1.798728,36,0.011488489
114,3_32,Mertensiella_caucasica_EU880319.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.022355667,0.853489667,126,0.026193248
115,3_33,Ambystoma_andersoni_AY659993.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018581333,0.975462333,36,0.019048745
116,3_33,Ommatotriton_vittatus_EU880338.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019131667,0.913871667,126,0.020934741
117,3_34,Ambystoma_mexicanum_AY659991.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017710333,0.883028,36,0.020056367
118,3_34,Ommatotriton_vittatus_EU880338.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019226667,0.867610333,126,0.022160486
119,3_35,Ambystoma_dumerilii_AY659994.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018571667,0.932147,36,0.019923539
120,3_35,Ommatotriton_vittatus_EU880338.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018787333,0.879159,126,0.021369665
121,3_36,Ambystoma_tigrinum_tigrinum_AY659992.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017582667,0.929874,36,0.018908655
122,3_36,Ommatotriton_vittatus_EU880338.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019070667,0.958856667,126,0.019888965
123,3_37,Ambystoma_calforniense_AY659995.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018819333,0.609367,36,0.030883414
124,3_37,Ommatotriton_vittatus_EU880338.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018999333,0.848321333,126,0.022396388
125,3_38,Ambystoma_laterale_AY728218.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018172667,0.634956,36,0.028620356
126,3_38,Ommatotriton_vittatus_EU880338.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018696667,0.789508,126,0.023681415
127,3_39,Ambystoma_talpoideum_MG822788.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018701667,0.652112333,36,0.028678597
128,3_39,Ommatotriton_vittatus_EU880338.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018948,0.715401333,126,0.026485833
129,3_4,Ambystoma_tigrinum_tigrinum_AY659992.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017968,1.011865667,36,0.017757298
130,3_4,Lissotriton_vulgaris_EU880339.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.017535667,1.216541667,126,0.014414358
131,3_40,Dicamptodon_aterrimus_GQ368657.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.021682667,1.452696667,36,0.014925805
132,3_40,Ommatotriton_vittatus_EU880338.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019137,1.285754,126,0.014883874
133,3_41,Ambystoma_andersoni_AY659993.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019194,1.016466667,36,0.018883059
134,3_41,Tylototriton_yangi_KU297946.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018433667,1.144711667,126,0.016103327
135,3_42,Ambystoma_mexicanum_AY659991.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018242,1.029817333,36,0.017713821
136,3_42,Tylototriton_yangi_KU297946.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018480333,1.174335333,126,0.015736845
137,3_43,Ambystoma_dumerilii_AY659994.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019180667,0.950197667,36,0.020185975
138,3_43,Tylototriton_yangi_KU297946.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018148667,0.955160667,126,0.019000643
139,3_44,Ambystoma_tigrinum_tigrinum_AY659992.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018033667,0.960162333,36,0.018781893
140,3_44,Tylototriton_yangi_KU297946.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018289333,1.13919,126,0.016054682
141,3_45,Ambystoma_calforniense_AY659995.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019532,0.635297,36,0.030744675
142,3_45,Tylototriton_yangi_KU297946.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018487667,0.966578667,126,0.019126914
143,3_46,Ambystoma_laterale_AY728218.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.01867,0.804335,36,0.023211721
144,3_46,Tylototriton_yangi_KU297946.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018057333,1.033969667,126,0.017464084
145,3_47,Ambystoma_talpoideum_MG822788.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019562333,0.637956667,36,0.030664047
146,3_47,Tylototriton_yangi_KU297946.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018634,0.752245667,126,0.024771163
149,3_49,Ambystoma_andersoni_AY659993.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018959667,0.832920333,36,0.022762881
150,3_49,Notophthalmus_perstriatus_KP013091.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.016502667,0.709338667,126,0.023264863
151,3_5,Ambystoma_calforniense_AY659995.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019557667,0.634995,36,0.030799718
152,3_5,Lissotriton_vulgaris_EU880339.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.017929333,1.013047667,126,0.01769841
153,3_50,Ambystoma_mexicanum_AY659991.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018052667,0.763844333,36,0.02363396
154,3_50,Notophthalmus_perstriatus_KP013091.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.016567667,0.676134667,126,0.024503501
155,3_51,Ambystoma_dumerilii_AY659994.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019078,0.868669333,36,0.021962327
156,3_51,Notophthalmus_perstriatus_KP013091.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.016285,0.679598,126,0.023962696
157,3_52,Ambystoma_tigrinum_tigrinum_AY659992.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018179,0.926235333,36,0.019626762
158,3_52,Notophthalmus_perstriatus_KP013091.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.016623667,0.817309333,126,0.020339504
159,3_53,Ambystoma_calforniense_AY659995.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.01952,0.729680667,36,0.026751428
160,3_53,Notophthalmus_perstriatus_KP013091.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.016712,0.864686667,126,0.019327232
161,3_54,Ambystoma_laterale_AY728218.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018566,0.691414333,36,0.026852206
162,3_54,Notophthalmus_perstriatus_KP013091.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.01612,0.699690667,126,0.023038752
163,3_55,Ambystoma_talpoideum_MG822788.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018852,0.855508,36,0.02203603
164,3_55,Notophthalmus_perstriatus_KP013091.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.016220667,0.728853333,126,0.022255049
167,3_57,Ambystoma_andersoni_AY659993.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019324333,0.875262,36,0.022078341
168,3_57,Neurergus_kaiseri_EU880320.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019152667,0.898747667,126,0.021310394
169,3_58,Ambystoma_mexicanum_AY659991.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018451333,0.835444,36,0.022085661
170,3_58,Neurergus_kaiseri_EU880320.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019231,0.905020667,126,0.021249239
171,3_59,Ambystoma_dumerilii_AY659994.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019564,0.875525667,36,0.022345433
172,3_59,Neurergus_kaiseri_EU880320.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019094667,0.879087,126,0.02172102
173,3_6,Ambystoma_laterale_AY728218.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018857,0.738506333,36,0.025533972
174,3_6,Lissotriton_vulgaris_EU880339.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.017596,0.952756,126,0.018468527
175,3_60,Ambystoma_tigrinum_tigrinum_AY659992.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018351667,0.76898,36,0.023864947
176,3_60,Neurergus_kaiseri_EU880320.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019176333,0.900814333,126,0.021287776
177,3_61,Ambystoma_calforniense_AY659995.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019828333,0.569650333,36,0.034807903
178,3_61,Neurergus_kaiseri_EU880320.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019275,0.891044667,126,0.021631912
179,3_62,Ambystoma_laterale_AY728218.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018615,0.726767,36,0.025613436
180,3_62,Neurergus_kaiseri_EU880320.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018490667,0.909026,126,0.020341186
181,3_63,Ambystoma_talpoideum_MG822788.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018617,0.727147,36,0.025602801
182,3_63,Neurergus_kaiseri_EU880320.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.018076667,0.847772667,126,0.02132254
183,3_64,Dicamptodon_aterrimus_GQ368657.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.022210333,1.681853,36,0.013205871
184,3_64,Neurergus_kaiseri_EU880320.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019047667,1.349606333,126,0.014113498
185,3_65,Ambystoma_andersoni_AY659993.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018698333,0.969518333,36,0.019286209
186,3_65,Cynops_pyrrhogaster_EU880313.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019965,0.853723333,126,0.023385796
187,3_66,Ambystoma_mexicanum_AY659991.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017793333,0.912831,36,0.019492473
188,3_66,Cynops_pyrrhogaster_EU880313.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.020027333,0.821182,126,0.024388422
189,3_67,Ambystoma_dumerilii_AY659994.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.018848333,0.913395333,36,0.020635461
190,3_67,Cynops_pyrrhogaster_EU880313.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019707667,0.827918333,126,0.023803878
191,3_68,Ambystoma_tigrinum_tigrinum_AY659992.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.017667667,0.915317,36,0.019302238
192,3_68,Cynops_pyrrhogaster_EU880313.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.019827,0.863200333,126,0.022969176
193,3_69,Ambystoma_calforniense_AY659995.1,3,Dicamptodon_aterrimus_GQ368657.1,ingroup,0.019283333,0.714804667,36,0.026977067
194,3_69,Cynops_pyrrhogaster_EU880313.1,3,Paramesotriton_deloustali_KY744236.1,ingroup,0.020199333,0.888418667,126,0.022736277
