"","bs_clade","bs_species","clade","phy_species","group","dN","dS","Clade.Size","W"
"49","12_1","Dromas_ardeola_MN356323.1",12,"Dromas_ardeola_MN356323.1","ingroup",0.00418866666666667,0.220890333333333,"1",0.01896265265871
"50","12_1","Rhinoptilus_africanus_MN356261.1",12,"Rhinoptilus_africanus_MN356261.1","ingroup",0.005052,0.327897333333333,"17",0.0154072616225404
"51","12_2","Dromas_ardeola_MN356323.1",12,"Dromas_ardeola_MN356323.1","ingroup",0.00419166666666667,0.213353,"1",0.0196466263266355
"52","12_2","Glareola_pratincola_MN356161.1",12,"Rhinoptilus_africanus_MN356261.1","ingroup",0.004414,0.365899333333333,"17",0.0120634272814563
"53","13_1","Stercorarius_maccormicki_KM401546.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00472666666666667,0.222046333333333,"32",0.0212868485406199
"54","13_1","Sternula_albifrons_KT350612.1",13,"Larus_marinus_MN122906.1","ingroup",0.00476133333333333,0.251140666666667,"103",0.0189588305093294
"55","13_10","Stercorarius_maccormicki_KM401546.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00484533333333333,0.273308,"32",0.0177284723950025
"56","13_10","Larus_marinus_MN122906.1",13,"Larus_marinus_MN122906.1","ingroup",0.005258,0.271016333333333,"103",0.0194010447094825
"57","13_11","Stercorarius_parasiticus_MN356186.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00478733333333333,0.286776666666667,"32",0.0166935943184592
"58","13_11","Larus_marinus_MN122906.1",13,"Larus_marinus_MN122906.1","ingroup",0.005435,0.267199,"103",0.0203406449874438
"59","13_12","Pinguinus_impennis_MF188889.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00480233333333333,0.236285,"32",0.0203243258494332
"60","13_12","Larus_marinus_MN122906.1",13,"Larus_marinus_MN122906.1","ingroup",0.00525166666666667,0.273641,"103",0.0191918121431608
"61","13_13","Alca_torda_MN356408.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00463833333333333,0.234352,"32",0.0197921644932978
"62","13_13","Larus_marinus_MN122906.1",13,"Larus_marinus_MN122906.1","ingroup",0.00534166666666667,0.25173,"103",0.0212198254743839
"63","13_14","Uria_aalge_MN356418.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00506433333333333,0.239660333333333,"32",0.021131295541885
"64","13_14","Larus_marinus_MN122906.1",13,"Larus_marinus_MN122906.1","ingroup",0.00506666666666667,0.249063333333333,"103",0.0203428846745808
"65","13_15","Cepphus_grylle_MN356419.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00441533333333333,0.235638666666667,"32",0.0187377283863995
"66","13_15","Larus_marinus_MN122906.1",13,"Larus_marinus_MN122906.1","ingroup",0.004663,0.266215666666667,"103",0.0175158737214314
"67","13_16","Synthliboramphus_antiquus_NC_007978.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00566,0.265550666666667,"32",0.0213141999266932
"68","13_16","Larus_marinus_MN122906.1",13,"Larus_marinus_MN122906.1","ingroup",0.004983,0.293551,"103",0.0169749038497569
"69","13_17","Synthliboramphus_wumizusume_KT592378.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.005554,0.267243666666667,"32",0.0207825317968246
"70","13_17","Larus_marinus_MN122906.1",13,"Larus_marinus_MN122906.1","ingroup",0.00495633333333333,0.283468333333333,"103",0.0174846102739283
"71","13_18","Aethia_cristatella_MN337912.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00405633333333333,0.253194666666667,"32",0.0160206112819649
"72","13_18","Larus_marinus_MN122906.1",13,"Larus_marinus_MN122906.1","ingroup",0.00464433333333333,0.271611333333333,"103",0.01709918830093
"73","13_19","Stercorarius_maccormicki_KM401546.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00499466666666667,0.277228333333333,"32",0.0180164365114196
"74","13_19","Larus_smithsonianus_MN356257.1",13,"Larus_marinus_MN122906.1","ingroup",0.00508933333333333,0.267588,"103",0.0190192883587206
"75","13_2","Stercorarius_parasiticus_MN356186.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00467166666666667,0.232251333333333,"32",0.0201147033242723
"76","13_2","Sternula_albifrons_KT350612.1",13,"Larus_marinus_MN122906.1","ingroup",0.00496066666666667,0.250308333333333,"103",0.0198182241901655
"77","13_20","Stercorarius_parasiticus_MN356186.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004982,0.285908666666667,"32",0.0174251450929551
"78","13_20","Larus_smithsonianus_MN356257.1",13,"Larus_marinus_MN122906.1","ingroup",0.005324,0.259240666666667,"103",0.0205369013606404
"79","13_21","Pinguinus_impennis_MF188889.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00485733333333333,0.244747,"32",0.0198463447287743
"80","13_21","Larus_smithsonianus_MN356257.1",13,"Larus_marinus_MN122906.1","ingroup",0.00499133333333333,0.275528666666667,"103",0.0181154773973912
"81","13_22","Alca_torda_MN356408.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00470066666666667,0.239433666666667,"32",0.019632438211836
"82","13_22","Larus_smithsonianus_MN356257.1",13,"Larus_marinus_MN122906.1","ingroup",0.00508066666666667,0.252274,"103",0.020139477975006
"83","13_23","Uria_aalge_MN356418.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00507466666666667,0.242522666666667,"32",0.0209245046511116
"84","13_23","Larus_smithsonianus_MN356257.1",13,"Larus_marinus_MN122906.1","ingroup",0.00477366666666667,0.246212,"103",0.0193884403143091
"85","13_24","Cepphus_grylle_MN356419.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00451366666666667,0.24445,"32",0.0184645803504466
"86","13_24","Larus_smithsonianus_MN356257.1",13,"Larus_marinus_MN122906.1","ingroup",0.00444966666666667,0.267487333333333,"103",0.0166350556163407
"87","13_25","Synthliboramphus_antiquus_NC_007978.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.005761,0.270707333333333,"32",0.0212812853241262
"88","13_25","Larus_smithsonianus_MN356257.1",13,"Larus_marinus_MN122906.1","ingroup",0.00476366666666667,0.291675,"103",0.0163321047970058
"89","13_26","Synthliboramphus_wumizusume_KT592378.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00565166666666667,0.261402666666667,"32",0.0216205394487177
"90","13_26","Larus_smithsonianus_MN356257.1",13,"Larus_marinus_MN122906.1","ingroup",0.004753,0.270283666666667,"103",0.0175852283588477
"91","13_27","Aethia_cristatella_MN337912.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00410133333333333,0.256989333333333,"32",0.0159591578379388
"92","13_27","Larus_smithsonianus_MN356257.1",13,"Larus_marinus_MN122906.1","ingroup",0.004392,0.266699,"103",0.0164680032546054
"93","13_28","Stercorarius_maccormicki_KM401546.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004892,0.273170666666667,"32",0.0179082185495758
"94","13_28","Larus_argentatus_MN122936.1",13,"Larus_marinus_MN122906.1","ingroup",0.00530233333333333,0.267269666666667,"103",0.0198388893115443
"95","13_29","Stercorarius_parasiticus_MN356186.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00483533333333333,0.288970333333333,"32",0.0167329748959236
"96","13_29","Larus_argentatus_MN122936.1",13,"Larus_marinus_MN122906.1","ingroup",0.00548033333333333,0.265748,"103",0.0206222938021484
"97","13_3","Pinguinus_impennis_MF188889.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00454633333333333,0.206262,"32",0.0220415458656143
"98","13_3","Sternula_albifrons_KT350612.1",13,"Larus_marinus_MN122906.1","ingroup",0.00469633333333333,0.268728666666667,"103",0.0174761159335439
"99","13_30","Pinguinus_impennis_MF188889.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00484966666666667,0.240952333333333,"32",0.0201270790764978
"100","13_30","Larus_argentatus_MN122936.1",13,"Larus_marinus_MN122906.1","ingroup",0.005298,0.275047666666667,"103",0.0192621157787196
"101","13_31","Alca_torda_MN356408.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00468566666666667,0.235630333333333,"32",0.0198856683703711
"102","13_31","Larus_argentatus_MN122936.1",13,"Larus_marinus_MN122906.1","ingroup",0.00538833333333333,0.249574333333333,"103",0.0215900940668311
"103","13_32","Uria_aalge_MN356418.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.005067,0.242533,"32",0.0208920023254567
"104","13_32","Larus_argentatus_MN122936.1",13,"Larus_marinus_MN122906.1","ingroup",0.00508333333333333,0.248758,"103",0.0204348536864476
"105","13_33","Cepphus_grylle_MN356419.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004462,0.238263,"32",0.0187272048114898
"106","13_33","Larus_argentatus_MN122936.1",13,"Larus_marinus_MN122906.1","ingroup",0.004708,0.265430666666667,"103",0.0177372119775158
"107","13_34","Synthliboramphus_antiquus_NC_007978.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00570533333333333,0.266433,"32",0.021413763810539
"108","13_34","Larus_argentatus_MN122936.1",13,"Larus_marinus_MN122906.1","ingroup",0.00502566666666667,0.290355,"103",0.0173086968251508
"109","13_35","Synthliboramphus_wumizusume_KT592378.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00560566666666667,0.264907333333333,"32",0.0211608587657067
"110","13_35","Larus_argentatus_MN122936.1",13,"Larus_marinus_MN122906.1","ingroup",0.00500166666666667,0.276842666666667,"103",0.0180668201433305
"111","13_36","Aethia_cristatella_MN337912.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00410133333333333,0.248208666666667,"32",0.0165237313765568
"112","13_36","Larus_argentatus_MN122936.1",13,"Larus_marinus_MN122906.1","ingroup",0.00468766666666667,0.262509666666667,"103",0.0178571201822409
"113","13_37","Stercorarius_maccormicki_KM401546.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.005104,0.259406666666667,"32",0.0196756701189895
"114","13_37","Ichthyaetus_relictus_KC760146.1",13,"Larus_marinus_MN122906.1","ingroup",0.00536633333333333,0.239804,"103",0.0223779975869182
"115","13_38","Stercorarius_parasiticus_MN356186.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00504566666666667,0.271362666666667,"32",0.0185938129538821
"116","13_38","Ichthyaetus_relictus_KC760146.1",13,"Larus_marinus_MN122906.1","ingroup",0.005544,0.238291333333333,"103",0.0232656384201971
"117","13_39","Pinguinus_impennis_MF188889.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004872,0.222649666666667,"32",0.0218819101458345
"118","13_39","Ichthyaetus_relictus_KC760146.1",13,"Larus_marinus_MN122906.1","ingroup",0.00519833333333333,0.237942,"103",0.0218470607683105
"119","13_4","Alca_torda_MN356408.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00441866666666667,0.224070666666667,"32",0.0197199692954009
"120","13_4","Sternula_albifrons_KT350612.1",13,"Larus_marinus_MN122906.1","ingroup",0.00473666666666667,0.274593,"103",0.0172497720869311
"121","13_40","Alca_torda_MN356408.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00462333333333333,0.228951333333333,"32",0.0201935200202663
"122","13_40","Ichthyaetus_relictus_KC760146.1",13,"Larus_marinus_MN122906.1","ingroup",0.005183,0.232359666666667,"103",0.0223059366298511
"123","13_41","Uria_aalge_MN356418.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00508666666666667,0.230387,"32",0.0220787920614734
"124","13_41","Ichthyaetus_relictus_KC760146.1",13,"Larus_marinus_MN122906.1","ingroup",0.00496533333333333,0.223377333333333,"103",0.0222284564832003
"125","13_42","Cepphus_grylle_MN356419.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00453233333333333,0.231239666666667,"32",0.01960015510603
"126","13_42","Ichthyaetus_relictus_KC760146.1",13,"Larus_marinus_MN122906.1","ingroup",0.00465566666666667,0.243345,"103",0.0191319594266028
"127","13_43","Synthliboramphus_antiquus_NC_007978.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00557466666666667,0.254229,"32",0.0219277370664506
"128","13_43","Ichthyaetus_relictus_KC760146.1",13,"Larus_marinus_MN122906.1","ingroup",0.004798,0.261277333333333,"103",0.0183636289408955
"129","13_44","Synthliboramphus_wumizusume_KT592378.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00560566666666667,0.249623333333333,"32",0.0224565011283667
"130","13_44","Ichthyaetus_relictus_KC760146.1",13,"Larus_marinus_MN122906.1","ingroup",0.004918,0.246604333333333,"103",0.0199428774568709
"131","13_45","Aethia_cristatella_MN337912.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004147,0.235497,"32",0.0176095661515858
"132","13_45","Ichthyaetus_relictus_KC760146.1",13,"Larus_marinus_MN122906.1","ingroup",0.00464166666666667,0.235809666666667,"103",0.0196839541494623
"133","13_46","Stercorarius_maccormicki_KM401546.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00457833333333333,0.279915666666667,"32",0.0163561167827929
"134","13_46","Saundersilarus_saundersi_KJ631624.1",13,"Larus_marinus_MN122906.1","ingroup",0.005782,0.278003666666667,"103",0.0207982868331473
"135","13_47","Stercorarius_parasiticus_MN356186.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00455066666666667,0.299449,"32",0.0151968003455235
"136","13_47","Saundersilarus_saundersi_KJ631624.1",13,"Larus_marinus_MN122906.1","ingroup",0.00601566666666667,0.278841,"103",0.0215738240311384
"137","13_48","Pinguinus_impennis_MF188889.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004633,0.241012333333333,"32",0.0192230826361583
"138","13_48","Saundersilarus_saundersi_KJ631624.1",13,"Larus_marinus_MN122906.1","ingroup",0.005803,0.276446666666667,"103",0.0209913907444474
"139","13_49","Alca_torda_MN356408.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00440366666666667,0.260238666666667,"32",0.0169216462836678
"140","13_49","Saundersilarus_saundersi_KJ631624.1",13,"Larus_marinus_MN122906.1","ingroup",0.005765,0.281472,"103",0.0204816109595271
"141","13_5","Uria_aalge_MN356418.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004929,0.229148333333333,"32",0.0215100844431191
"142","13_5","Sternula_albifrons_KT350612.1",13,"Larus_marinus_MN122906.1","ingroup",0.00453866666666667,0.269281333333333,"103",0.0168547392813464
"143","13_50","Uria_aalge_MN356418.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00475233333333333,0.245418666666667,"32",0.0193641885431154
"144","13_50","Saundersilarus_saundersi_KJ631624.1",13,"Larus_marinus_MN122906.1","ingroup",0.00546333333333333,0.255639333333333,"103",0.021371254814726
"145","13_51","Cepphus_grylle_MN356419.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00429533333333333,0.248825,"32",0.0172624669278944
"146","13_51","Saundersilarus_saundersi_KJ631624.1",13,"Larus_marinus_MN122906.1","ingroup",0.00527833333333333,0.278399666666667,"103",0.0189595533519556
"147","13_52","Synthliboramphus_antiquus_NC_007978.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00522766666666667,0.249817333333333,"32",0.0209259565655973
"148","13_52","Saundersilarus_saundersi_KJ631624.1",13,"Larus_marinus_MN122906.1","ingroup",0.00524566666666667,0.275277666666667,"103",0.019055910819742
"149","13_53","Synthliboramphus_wumizusume_KT592378.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00521833333333333,0.261166,"32",0.0199809061414324
"150","13_53","Saundersilarus_saundersi_KJ631624.1",13,"Larus_marinus_MN122906.1","ingroup",0.005321,0.276958666666667,"103",0.0192122530919174
"151","13_54","Aethia_cristatella_MN337912.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.003937,0.236292666666667,"32",0.0166615411960873
"152","13_54","Saundersilarus_saundersi_KJ631624.1",13,"Larus_marinus_MN122906.1","ingroup",0.00523233333333333,0.255322333333333,"103",0.0204930499616824
"153","13_55","Stercorarius_maccormicki_KM401546.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004975,0.274345333333333,"32",0.0181340791897317
"154","13_55","Larus_dominicanus_AY293619.1",13,"Larus_marinus_MN122906.1","ingroup",0.00517266666666667,0.262206666666667,"103",0.0197274414583916
"155","13_56","Stercorarius_parasiticus_MN356186.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004824,0.287068333333333,"32",0.0168043613309259
"156","13_56","Larus_dominicanus_AY293619.1",13,"Larus_marinus_MN122906.1","ingroup",0.005257,0.258185333333333,"103",0.0203613424981538
"157","13_57","Pinguinus_impennis_MF188889.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00489933333333333,0.245483666666667,"32",0.0199578790713842
"158","13_57","Larus_dominicanus_AY293619.1",13,"Larus_marinus_MN122906.1","ingroup",0.005165,0.271074,"103",0.0190538376974553
"159","13_58","Alca_torda_MN356408.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00473133333333333,0.237588,"32",0.019914024838516
"160","13_58","Larus_dominicanus_AY293619.1",13,"Larus_marinus_MN122906.1","ingroup",0.005211,0.247783,"103",0.0210304984603464
"161","13_59","Uria_aalge_MN356418.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00510433333333333,0.241696666666667,"32",0.0211187576714615
"162","13_59","Larus_dominicanus_AY293619.1",13,"Larus_marinus_MN122906.1","ingroup",0.00490533333333333,0.242886333333333,"103",0.0201960038920812
"163","13_6","Cepphus_grylle_MN356419.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004595,0.217811333333333,"32",0.0210962392529314
"164","13_6","Sternula_albifrons_KT350612.1",13,"Larus_marinus_MN122906.1","ingroup",0.00447533333333333,0.278393666666667,"103",0.0160755572744112
"165","13_60","Cepphus_grylle_MN356419.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00450133333333333,0.244882,"32",0.018381642314802
"166","13_60","Larus_dominicanus_AY293619.1",13,"Larus_marinus_MN122906.1","ingroup",0.00453233333333333,0.266395,"103",0.0170135825872608
"167","13_61","Synthliboramphus_antiquus_NC_007978.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00569933333333333,0.273627333333333,"32",0.0208288158346754
"168","13_61","Larus_dominicanus_AY293619.1",13,"Larus_marinus_MN122906.1","ingroup",0.00480533333333333,0.292175333333333,"103",0.0164467454473684
"169","13_62","Synthliboramphus_wumizusume_KT592378.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00558433333333333,0.256934666666667,"32",0.0217344487055075
"170","13_62","Larus_dominicanus_AY293619.1",13,"Larus_marinus_MN122906.1","ingroup",0.00477733333333333,0.263777,"103",0.0181112581208116
"171","13_63","Aethia_cristatella_MN337912.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004089,0.260431,"32",0.0157008958226939
"172","13_63","Larus_dominicanus_AY293619.1",13,"Larus_marinus_MN122906.1","ingroup",0.00447533333333333,0.268385,"103",0.0166750501456241
"173","13_64","Stercorarius_maccormicki_KM401546.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00483333333333333,0.240234333333333,"32",0.0201192446819286
"174","13_64","Sterna_paradisaea_MK946458.1",13,"Larus_marinus_MN122906.1","ingroup",0.00421733333333333,0.287027333333333,"103",0.0146931418842805
"175","13_65","Stercorarius_parasiticus_MN356186.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004699,0.258053333333333,"32",0.0182094140746099
"176","13_65","Sterna_paradisaea_MK946458.1",13,"Larus_marinus_MN122906.1","ingroup",0.00436466666666667,0.288345666666667,"103",0.0151369247789401
"177","13_66","Pinguinus_impennis_MF188889.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.00465233333333333,0.211537666666667,"32",0.0219929311249533
"178","13_66","Sterna_paradisaea_MK946458.1",13,"Larus_marinus_MN122906.1","ingroup",0.00416133333333333,0.305131666666667,"103",0.0136378284784164
"179","13_67","Alca_torda_MN356408.1",13,"Aethia_cristatella_MN337912.1","ingroup",0.004441,0.231005333333333,"32",0.0192246643656135
"180","13_67","Sterna_paradisaea_MK946458.1",13,"Larus_marinus_MN122906.1","ingroup",0.00421,0.309706,"103",0.0135935370964721
